,Unnamed: 0,user_id,group_age,"('amount_usd', 'charity')","('amount_usd', 'culture')","('amount_usd', 'education')","('amount_usd', 'flat fee')","('amount_usd', 'food')","('amount_usd', 'fun')","('amount_usd', 'health')","('amount_usd', 'house')","('amount_usd', 'other')","('amount_usd', 'shopping')","('amount_usd', 'sports')","('amount_usd', 'supermarket')","('amount_usd', 'tech')","('amount_usd', 'transportation')","('amount_usd', 'travel')"
624,624,user_624,60+,,,,,,,,,,,,,,,
625,625,user_625,18-29,0.0,21.36,0.0,683.9200000000001,203.81,1325.0499999999993,0.0,0.0,290.46999999999997,0.0,0.0,21.490000000000002,0.0,34.77,0.0
626,626,user_626,18-29,0.0,0.0,0.0,379.81,255.21,39.57,0.0,81.29,22.240000000000002,108.81,21.28,275.78,0.0,124.87,482.02
627,627,user_627,30-39,0.0,0.0,0.0,0.0,56.72,15.88,0.0,479.45,0.0,58.23,0.0,29.44,0.0,0.0,769.1600000000001
628,628,user_628,30-39,,,,,,,,,,,,,,,
629,629,user_629,30-39,,,,,,,,,,,,,,,
630,630,user_630,30-39,0.0,107.42,0.0,354.1099999999999,10.65,54.120000000000005,0.0,6.11,0.0,7.01,0.0,133.0,0.0,1.61,114.73
631,631,user_631,18-29,,,,,,,,,,,,,,,
632,632,user_632,60+,0.0,0.0,0.0,29.34,53.209999999999994,57.36,0.0,0.0,32.34,0.0,0.0,155.38,0.0,76.75,537.97
633,633,user_633,18-29,0.0,0.0,0.0,42.55,0.0,0.0,3.19,0.0,0.0,0.0,0.0,6.7,19.28,87.4,0.0
634,634,user_634,40-49,,,,,,,,,,,,,,,
635,635,user_635,18-29,0.0,75.62,0.0,2255.2,990.55,68.69,0.0,24.04,48.52,666.8100000000001,31.96,1679.5299999999997,0.0,671.0200000000001,77.69
636,636,user_636,30-39,,,,,,,,,,,,,,,
637,637,user_637,50-59,0.0,5.35,0.0,1073.47,38.32,81.49,15.22,115.25,33.510000000000005,87.62,0.0,244.84,0.0,32.31,391.36
638,638,user_638,18-29,,,,,,,,,,,,,,,
639,639,user_639,30-39,0.0,16.75,0.0,116.03999999999999,10.809999999999999,0.0,0.0,12.77,0.0,1.23,0.0,39.87,0.0,9.639999999999999,648.29
640,640,user_640,60+,171.5,322.21,0.0,41.510000000000005,224.2,325.3,138.15,171.96,179.11,69.99000000000001,0.0,926.3500000000001,21.7,0.0,360.33000000000004
641,641,user_641,30-39,0.0,2.16,0.0,541.08,106.83000000000001,119.75,4.77,0.0,35.769999999999996,37.17,0.0,31.140000000000004,0.0,47.06,0.0
642,642,user_642,30-39,0.0,0.0,0.0,2527.6700000000005,0.0,0.0,0.0,0.0,203.14000000000001,19.96,0.0,0.0,9.600000000000001,179.17000000000002,254.54999999999995
643,643,user_643,30-39,0.0,143.02,4.08,123.06,70.92999999999999,111.06,5.26,13.76,72.82000000000001,192.19,0.0,266.69,26.360000000000007,26.37,0.0
644,644,user_644,30-39,0.0,29.490000000000002,0.0,670.5099999999999,23.78,41.129999999999995,4.21,0.0,230.24,19.36,0.0,77.27,0.0,0.0,0.0
645,645,user_645,18-29,,,,,,,,,,,,,,,
646,646,user_646,40-49,,,,,,,,,,,,,,,
647,647,user_647,40-49,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,648,user_648,40-49,0.0,153.48,0.0,0.0,230.64000000000001,0.0,10.31,0.0,0.0,250.18,19.63,0.0,0.0,0.0,0.0
649,649,user_649,40-49,0.0,0.0,0.0,0.0,82.39999999999999,0.0,0.0,0.0,0.0,24.94,0.0,0.0,0.0,36.06,88.1
650,650,user_650,18-29,,,,,,,,,,,,,,,
651,651,user_651,18-29,0.0,26.65,52.23,145.49,601.5699999999999,118.17999999999999,2.13,0.0,53.03,260.23,252.6,58.94,0.0,34.4,373.99999999999994
652,652,user_652,30-39,0.0,34.0,4.77,194.62,1628.5200000000002,123.89999999999999,291.09,574.3599999999999,519.7799999999997,301.53,0.0,3719.1099999999997,55.42,1388.9599999999998,3.98
653,653,user_653,30-39,0.0,0.0,0.0,154.55,11.6,0.0,0.0,0.0,1.96,0.0,0.0,26.47,0.0,0.0,17.2
654,654,user_654,40-49,0.0,0.0,0.0,65.64,126.29,52.1,0.0,0.0,6.81,5.95,10.21,98.78,0.0,3.66,0.0
655,655,user_655,18-29,0.0,2.13,0.0,1966.46,139.33,12.7,28.67,0.0,0.0,80.85,0.0,36.849999999999994,0.0,106.16,0.0
656,656,user_656,50-59,,,,,,,,,,,,,,,
657,657,user_657,30-39,13.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,658,user_658,40-49,,,,,,,,,,,,,,,
659,659,user_659,18-29,0.0,0.0,15.3,0.0,1903.6400000000008,723.4299999999998,66.8,0.0,90.63000000000001,38.33,39.53,1564.8500000000006,0.0,138.67,129.2
660,660,user_660,30-39,0.0,280.84000000000003,0.0,2716.4500000000003,2854.129999999999,754.1600000000001,158.75,112.12,269.67999999999995,970.0,0.0,1188.29,0.0,84.18,7313.249999999998
661,661,user_661,50-59,0.0,11.169999999999998,0.0,230.02999999999997,283.05,77.73,0.0,48.03,0.0,103.03,0.0,423.74,2.99,138.89000000000001,548.83
662,662,user_662,18-29,0.0,57.92,0.0,46.96000000000001,237.12,62.480000000000004,20.36,5.99,45.0,126.1,0.0,77.36,0.0,75.7,0.0
663,663,user_663,50-59,49.00000000000001,0.0,0.0,625.7400000000001,16.6,0.0,3.99,4.79,0.0,0.0,0.0,142.66,0.0,0.0,0.0
664,664,user_664,18-29,0.0,104.61999999999999,0.0,393.34,326.3,596.43,138.32,0.0,0.0,108.55,88.31,91.85999999999999,0.0,138.42,1103.3000000000002
665,665,user_665,40-49,0.0,0.0,0.0,564.48,156.49,16.99,0.0,0.0,0.0,8.95,0.0,124.18,0.0,129.39,0.0
666,666,user_666,40-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0
667,667,user_667,30-39,,,,,,,,,,,,,,,
668,668,user_668,60+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47,0.0,0.0,0.0
669,669,user_669,30-39,0.0,0.0,0.0,2544.27,10.12,0.0,0.0,0.0,36.82,10.55,0.0,0.0,0.0,0.0,0.0
670,670,user_670,18-29,0.0,0.0,0.0,47.47,264.36,156.00000000000003,78.36,0.0,16.09,385.67,0.0,163.51999999999998,0.0,248.40999999999997,138.36
671,671,user_671,30-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0
672,672,user_672,18-29,,,,,,,,,,,,,,,
673,673,user_673,18-29,0.0,0.0,0.0,409.4800000000001,12.48,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,228.18
674,674,user_674,30-39,,,,,,,,,,,,,,,
675,675,user_675,30-39,0.0,17.39,0.0,277.29,44.339999999999996,11.52,15.55,0.0,0.0,35.480000000000004,0.0,71.24999999999999,0.0,1.16,288.94000000000005
676,676,user_676,50-59,0.0,0.0,0.0,37.510000000000005,0.0,10.34,0.0,0.0,18.35,0.0,0.0,41.83,0.0,0.0,84.96
677,677,user_677,18-29,0.0,0.0,0.0,0.0,24.26,0.0,7.15,0.0,0.0,90.27,0.0,3.4299999999999997,0.0,0.0,0.0
678,678,user_678,40-49,72.07000000000001,0.0,0.0,188.6,211.99000000000004,0.0,164.98000000000002,0.0,12.84,980.8199999999999,0.0,275.39,0.0,101.18,236.04
679,679,user_679,60+,0.0,17.87,0.0,629.7799999999999,24.43,127.66,19.57,31.32,809.6199999999999,1167.8200000000002,0.0,1464.9599999999996,0.0,0.0,0.0
680,680,user_680,18-29,,,,,,,,,,,,,,,
681,681,user_681,18-29,0.0,5.23,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,41.13,0.0,0.0,0.0
682,682,user_682,18-29,0.0,8.06,0.0,389.5,65.33,76.32999999999998,14.41,0.0,95.69999999999999,494.9199999999999,0.0,270.31,0.0,93.28000000000002,191.47000000000003
683,683,user_683,30-39,0.0,0.0,0.0,354.72,118.75,0.0,0.0,0.0,0.0,134.67,0.0,43.38,0.0,132.77,15.83
684,684,user_684,18-29,0.0,10.04,0.0,245.89,72.98,0.0,0.0,0.0,0.0,98.13000000000001,0.0,24.16,0.0,0.0,0.0
685,685,user_685,30-39,,,,,,,,,,,,,,,
686,686,user_686,18-29,0.0,0.0,13.26,68.08,543.4800000000001,70.30000000000001,1.97,0.0,114.05,62.04,0.0,589.26,0.0,34.739999999999995,39.4
687,687,user_687,18-29,1.18,22.27,0.0,2721.7100000000005,726.5999999999999,96.61999999999998,8.98,36.69,80.5,151.02000000000004,0.0,1310.4599999999996,60.38,304.9100000000001,332.05999999999995
688,688,user_688,50-59,0.0,13.62,0.0,93.61,38.84,0.0,28.080000000000002,15.6,21.27,236.84000000000003,0.0,135.32999999999998,4.26,5.78,0.0
689,689,user_689,18-29,0.0,33.79,0.0,357.78,141.31,0.0,0.0,47.11,0.0,34.43,0.0,77.6,0.0,54.96,85.34
690,690,user_690,30-39,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,14.4,0.0,0.0
691,691,user_691,18-29,0.0,0.0,0.0,0.0,0.0,474.63999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,692,user_692,18-29,0.0,0.0,0.0,0.0,62.65,7.4,0.0,0.0,0.0,0.0,0.0,5.99,0.0,198.20000000000005,0.0
693,693,user_693,18-29,,,,,,,,,,,,,,,
694,694,user_694,18-29,3.97,339.01,0.0,537.85,545.0100000000001,145.74,41.7,272.48,283.21000000000004,723.0599999999998,0.0,693.02,1.91,326.61000000000007,201.10999999999999
695,695,user_695,18-29,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,2.82,114.60000000000001,0.0,221.08999999999997,0.0,14.51,0.0
696,696,user_696,40-49,0.0,0.0,0.0,0.0,14.98,0.0,0.0,0.0,0.0,0.0,0.0,12.94,0.0,0.0,9.57
697,697,user_697,18-29,0.0,6.98,0.0,2191.9700000000003,368.91,23.540000000000003,8.75,3.32,324.81,108.14,0.0,794.7799999999999,10.66,992.74,667.7299999999999
698,698,user_698,60+,,,,,,,,,,,,,,,
699,699,user_699,18-29,0.0,0.0,0.0,135.12,514.6899999999999,2710.24,0.0,5.29,21.28,241.15,60.59,1292.0900000000001,0.0,152.83,4025.61
700,700,user_700,30-39,,,,,,,,,,,,,,,
701,701,user_701,30-39,,,,,,,,,,,,,,,
702,702,user_702,30-39,,,,,,,,,,,,,,,
703,703,user_703,40-49,0.0,6.51,0.0,0.0,392.81,7.23,222.03,187.41,12.6,119.14999999999999,135.32,341.84999999999997,0.0,85.1,207.58
704,704,user_704,50-59,0.0,0.0,0.0,204.98999999999998,325.48,6.85,44.489999999999995,0.0,144.15,200.45,0.0,224.75,0.0,0.0,91.26
705,705,user_705,50-59,,,,,,,,,,,,,,,
706,706,user_706,18-29,0.0,0.0,0.0,52.71000000000001,24.33,0.0,26.72,2.38,17.53,181.56,0.0,259.75,0.0,17.33,0.0
707,707,user_707,30-39,0.0,51.519999999999996,0.0,369.77,219.67000000000002,382.5599999999999,0.0,0.0,357.45,0.0,0.0,127.57,0.0,14.580000000000005,1391.26
708,708,user_708,18-29,0.0,0.0,0.0,3.63,50.129999999999995,0.0,0.0,0.0,0.0,10.24,0.0,10.830000000000002,0.0,0.0,0.0
709,709,user_709,30-39,0.0,20.79,0.0,90.03,303.70000000000005,163.06,1.69,917.62,3.8,163.26,0.0,1353.3799999999999,0.0,135.91,288.89000000000004
710,710,user_710,40-49,,,,,,,,,,,,,,,
711,711,user_711,18-29,0.0,7.99,0.0,1040.39,285.7599999999999,47.07,27.3,0.0,130.38,1075.3700000000001,8.98,267.03999999999996,0.0,127.35,395.71000000000004
712,712,user_712,18-29,0.0,70.17,0.0,268.0,801.0500000000002,391.67,8.66,0.0,5.96,425.74000000000007,0.0,302.82,10.3,267.22,3394.9
713,713,user_713,30-39,0.0,0.0,0.0,179.03,0.0,13.63,0.0,0.0,0.0,0.0,0.0,25.44,0.0,0.0,0.0
714,714,user_714,30-39,0.0,181.06,0.0,2079.039999999999,542.8099999999998,510.11000000000007,16.86,104.77000000000001,248.3999999999999,103.54,0.0,232.54999999999998,20.42,6.72,0.0
715,715,user_715,18-29,0.0,63.800000000000004,12.59,668.0799999999998,156.46999999999997,490.63999999999993,345.06999999999994,83.31,290.45000000000005,198.01000000000002,30.72,809.22,346.82,360.18,90.89
716,716,user_716,18-29,0.0,0.0,0.0,383.35,257.65999999999997,135.63,4.21,4.26,0.0,44.54,0.0,27.240000000000006,0.0,28.02,82.29
717,717,user_717,18-29,0.0,0.0,0.76,33.07,15.280000000000001,0.0,0.0,0.0,4.07,0.0,0.0,21.28,0.0,0.0,311.06
718,718,user_718,18-29,0.0,0.0,0.0,58.3,87.94999999999999,0.0,0.0,0.0,4.85,130.7,0.0,42.66,0.0,18.39,0.0
719,719,user_719,18-29,0.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,7.18,0.0,0.0,0.0
720,720,user_720,40-49,0.0,0.0,0.0,0.0,10.929999999999998,30.64,0.0,33.19,0.0,0.0,0.0,30.3,0.0,0.0,0.0
721,721,user_721,18-29,0.0,0.0,0.0,1.31,15.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,722,user_722,40-49,0.0,0.0,0.0,1149.87,304.27,490.82,0.0,0.0,308.94,39.78,0.0,16.82,31.330000000000002,85.91,330.9
723,723,user_723,18-29,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0
724,724,user_724,18-29,0.0,0.0,0.0,78.56,591.93,308.51,42.69,0.0,121.45,1738.86,0.0,188.60999999999999,0.0,843.64,311.56000000000006
725,725,user_725,18-29,,,,,,,,,,,,,,,
726,726,user_726,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0
727,727,user_727,30-39,0.0,0.0,0.0,0.0,0.0,62.97999999999999,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0
728,728,user_728,40-49,20.0,96.00999999999999,2.19,82.23,513.73,24.480000000000004,21.849999999999998,200.03,69.25,725.52,46.2,982.0700000000003,1.69,280.01,1199.27
729,729,user_729,18-29,0.0,22.990000000000002,0.0,63.010000000000005,85.85000000000002,7.95,0.0,0.0,1.99,47.68,0.0,68.88,0.0,40.339999999999996,0.0
730,730,user_730,40-49,0.0,0.0,0.0,223.88,74.87,0.0,0.0,101.89,21.83,22.48,0.0,711.02,0.0,24.69,85.78
731,731,user_731,30-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,0.0,0.0,0.0,0.0,1.04,0.0
732,732,user_732,50-59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,15.199999999999996,0.0,7.99,0.0,13.399999999999999,0.0
733,733,user_733,40-49,0.0,0.0,0.0,10.0,87.91,0.0,43.0,0.0,0.0,197.03000000000003,0.0,15.43,0.0,0.0,0.0
734,734,user_734,30-39,0.0,10.07,0.0,187.07000000000002,154.48,0.0,0.0,17.009999999999998,40.86,15.74,0.0,114.52000000000001,0.0,0.0,2.88
735,735,user_735,18-29,0.0,47.53,0.0,126.4,70.24,74.67999999999999,0.0,0.0,165.22000000000003,153.87,30.08,184.51,85.41,111.24000000000001,84.41
736,736,user_736,50-59,0.0,0.0,0.0,18.869999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,737,user_737,40-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0
738,738,user_738,60+,,,,,,,,,,,,,,,
739,739,user_739,30-39,0.0,0.0,0.0,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,740,user_740,30-39,,,,,,,,,,,,,,,
741,741,user_741,18-29,0.0,92.25999999999999,0.0,51.99,245.52999999999997,158.81,6.81,0.0,49.08,84.23,0.0,222.15000000000003,0.0,45.51,659.26
742,742,user_742,18-29,0.0,16.54,0.0,86.52000000000001,28.310000000000002,0.0,0.0,0.0,2.22,0.0,0.0,17.21,0.0,8.870000000000001,0.0
743,743,user_743,40-49,,,,,,,,,,,,,,,
744,744,user_744,30-39,0.0,0.0,0.0,180.43,188.5,16.17,0.0,43.02,18.72,0.0,0.0,176.86,203.06,54.0,43.32
745,745,user_745,50-59,,,,,,,,,,,,,,,
746,746,user_746,18-29,0.0,0.0,0.0,474.49999999999994,0.0,19.0,3.57,0.0,8.28,0.0,0.0,151.37,0.0,17.02,0.0
747,747,user_747,40-49,0.0,253.76000000000002,0.0,1433.97,6.779999999999999,0.0,10.95,0.0,174.99,231.54,0.0,1707.8500000000001,0.0,32.099999999999994,0.0
748,748,user_748,18-29,0.0,8.95,21.86,86.32,186.68000000000004,0.0,2.94,0.0,358.36,169.99,0.0,187.27999999999997,0.0,146.26000000000002,19.09
749,749,user_749,30-39,0.0,0.0,0.0,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68,0.0,0.0
750,750,user_750,30-39,0.0,0.0,0.0,96.75,6.65,0.0,44.18,268.83,3.8600000000000003,1.09,0.0,10.69,0.0,0.0,0.0
751,751,user_751,30-39,,,,,,,,,,,,,,,
752,752,user_752,50-59,,,,,,,,,,,,,,,
753,753,user_753,18-29,0.0,55.08,62.49,62.019999999999996,466.25,187.48000000000002,41.830000000000005,111.65,89.22,454.05000000000007,0.0,251.68,17.4,392.4899999999999,75.97
754,754,user_754,18-29,0.0,42.22,0.0,1006.23,223.04000000000002,212.69999999999996,0.0,0.0,32.14,414.75999999999993,0.0,462.4099999999999,0.0,0.0,14.8
755,755,user_755,40-49,0.0,0.0,5.99,644.17,263.19,0.0,0.0,0.0,3.0,20.1,0.0,119.3,0.0,13.0,0.0
756,756,user_756,60+,0.0,0.0,0.0,0.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,757,user_757,50-59,0.0,61.37,0.0,729.5,171.62,261.82,61.269999999999996,184.95,158.48,344.85,0.0,1280.66,52.269999999999996,77.73,0.0
758,758,user_758,30-39,,,,,,,,,,,,,,,
759,759,user_759,60+,,,,,,,,,,,,,,,
760,760,user_760,18-29,0.0,0.0,0.0,0.0,0.0,31.83,0.0,0.0,0.0,272.01,0.0,276.16,0.0,41.61,0.0
761,761,user_761,40-49,0.0,0.0,0.0,181.79000000000002,66.78999999999999,5.06,0.0,0.0,0.0,24.54,0.0,0.0,0.0,0.0,0.0
762,762,user_762,18-29,0.0,0.0,0.0,17.02,0.0,54.87,0.0,0.0,70.13,0.0,0.0,0.0,14.25,0.0,24.43
763,763,user_763,30-39,,,,,,,,,,,,,,,
764,764,user_764,50-59,0.0,76.47,0.0,1095.11,1590.6200000000003,313.67,308.80999999999995,252.73000000000002,130.81,359.41999999999996,9.69,1129.48,0.0,76.77,1378.18
765,765,user_765,18-29,0.0,42.5,0.0,731.8100000000001,773.9000000000001,156.0,15.86,990.06,105.44,39.4,0.0,513.8199999999999,47.86,264.21,0.0
766,766,user_766,40-49,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,73.74,0.0,3.1,7.91
767,767,user_767,18-29,0.0,0.0,0.0,43.519999999999996,248.75000000000006,79.16,0.0,0.0,1293.11,60.30000000000001,0.0,219.42999999999998,0.0,21.28,0.0
768,768,user_768,30-39,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,769,user_769,18-29,0.0,0.92,3.28,0.0,63.000000000000014,3.83,0.0,0.0,30.340000000000003,2.13,0.0,14.979999999999999,0.0,21.11,0.0
770,770,user_770,30-39,0.0,0.0,0.0,1404.24,28.3,0.0,175.87,21.200000000000003,2.28,53.59,3.4,612.88,254.47,0.0,0.0
771,771,user_771,40-49,,,,,,,,,,,,,,,
772,772,user_772,18-29,0.0,50.580000000000005,0.0,240.45,1240.2599999999998,229.46000000000004,78.46000000000001,0.0,149.83,514.55,32.34,1270.5400000000006,0.0,482.4999999999999,724.56
773,773,user_773,30-39,,,,,,,,,,,,,,,
774,774,user_774,30-39,0.0,0.0,0.0,0.0,262.19999999999993,0.0,0.0,0.0,51.06,975.7399999999999,0.0,125.82,0.0,37.57,0.0
775,775,user_775,40-49,0.0,0.0,0.0,255.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,776,user_776,30-39,0.0,0.0,0.0,0.0,17.89,0.0,1.0,0.0,0.0,70.0,0.0,39.5,0.0,0.0,0.0
777,777,user_777,40-49,,,,,,,,,,,,,,,
778,778,user_778,30-39,0.0,43.29,0.0,190.51,751.7700000000002,133.68,0.0,16.76,250.44,26.12,10.1,263.46,12.58,231.29999999999998,1216.33
779,779,user_779,30-39,,,,,,,,,,,,,,,
780,780,user_780,50-59,0.0,20.43,0.0,21.28,934.74,25.95,0.0,0.0,0.0,80.85,0.0,469.42999999999995,3.99,25.42,642.0300000000001
781,781,user_781,30-39,0.0,0.0,0.0,144.68,128.77000000000004,223.16,64.88,0.0,0.0,236.6,2.98,211.24000000000004,18.72,32.68,14.47
782,782,user_782,18-29,0.0,43.730000000000004,0.0,174.58999999999997,0.0,0.0,180.42000000000002,0.0,0.0,18.619999999999997,0.0,121.29999999999998,0.0,12.78,0.0
783,783,user_783,50-59,,,,,,,,,,,,,,,
784,784,user_784,40-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.33,0.0,0.0,0.0
785,785,user_785,18-29,,,,,,,,,,,,,,,
786,786,user_786,40-49,0.0,0.0,0.0,692.27,17.93,2975.9600000000005,0.0,0.0,1.77,0.0,0.0,44.910000000000004,0.0,44.93,0.0
787,787,user_787,40-49,0.0,0.0,0.0,140.0,0.0,0.0,34.31,0.0,0.0,71.37,0.0,0.0,0.0,0.0,0.0
788,788,user_788,18-29,0.0,840.5900000000001,29.58,772.46,4286.029999999998,1021.3000000000001,126.89000000000001,6779.65,1761.4199999999996,1830.1299999999997,0.0,3957.1099999999974,39.980000000000004,701.1099999999999,2146.65
789,789,user_789,40-49,,,,,,,,,,,,,,,
790,790,user_790,30-39,0.0,11.48,0.0,320.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0
791,791,user_791,30-39,,,,,,,,,,,,,,,
792,792,user_792,40-49,,,,,,,,,,,,,,,
793,793,user_793,30-39,0.0,15.32,0.0,20.83,451.66,0.0,0.0,0.0,71.67,2.35,0.0,38.83,0.0,42.6,147.52
794,794,user_794,40-49,0.0,113.68,0.0,810.2299999999999,0.0,0.0,0.0,0.0,0.0,1916.47,0.0,1060.1699999999998,0.0,0.0,0.0
795,795,user_795,18-29,0.0,74.83,0.0,17.02,426.1100000000001,52.089999999999996,22.13,6.81,38.3,224.93,0.0,92.22999999999998,0.0,165.35,27.75
796,796,user_796,50-59,0.0,0.0,0.0,0.0,1181.4500000000003,204.53999999999996,0.0,0.0,42.6,55.53,21.23,0.0,133.41,0.0,91.31
797,797,user_797,18-29,0.0,20.65,0.0,205.33999999999997,10.05,2098.0600000000004,3.43,3.44,44.92,149.66,0.0,49.37000000000001,143.64999999999998,0.0,0.0
798,798,user_798,50-59,0.0,0.0,0.0,384.51,1291.4300000000003,122.88999999999999,0.0,0.0,0.0,34.03,0.0,179.20999999999998,0.0,0.0,50.01
799,799,user_799,18-29,0.0,0.0,0.0,438.84999999999997,0.0,0.0,94.11,0.0,4.97,0.0,0.0,31.52,0.0,0.0,219.2
800,800,user_800,18-29,0.0,9.74,0.0,891.95,251.48999999999995,59.61000000000001,4.07,61.550000000000004,170.57,310.48999999999995,25.11,516.9399999999999,1.98,215.60000000000014,587.3499999999999
801,801,user_801,50-59,0.0,0.0,0.0,138.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,802,user_802,40-49,0.0,12.77,0.0,68.08,367.2999999999999,172.76999999999998,0.0,77.41000000000001,27.98,0.0,0.0,16.29,17.02,17.11,38.3
803,803,user_803,18-29,0.0,4.68,13.23,34.28,110.0,2.55,18.56,0.0,29.859999999999996,86.00000000000003,0.0,150.52999999999997,0.0,61.12,0.0
804,804,user_804,30-39,0.0,0.0,0.0,10.0,378.98,0.0,0.0,45.09,0.0,16.16,0.0,31.54,0.0,0.0,0.0
805,805,user_805,50-59,,,,,,,,,,,,,,,
806,806,user_806,50-59,0.0,58.980000000000004,0.0,0.0,0.0,35.36,32.88,55.32,0.0,93.99000000000001,0.0,1516.9,0.0,0.0,0.0
807,807,user_807,50-59,,,,,,,,,,,,,,,
808,808,user_808,18-29,0.0,0.0,0.0,0.0,69.02000000000001,31.83,14.24,0.0,0.0,99.0,0.0,0.0,0.0,0.0,54.72
809,809,user_809,18-29,0.0,12.56,93.61000000000001,76.59,144.71,31.49,130.91000000000003,0.0,128.5,59.480000000000004,0.0,399.90999999999997,0.0,0.0,0.0
810,810,user_810,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.3299999999999,0.0,17.07,0.0,103.83,0.0
811,811,user_811,18-29,,,,,,,,,,,,,,,
812,812,user_812,50-59,0.0,16.14,0.0,0.0,33.31,0.0,156.18,0.0,0.0,271.28,0.0,438.28000000000003,0.0,0.0,35.49
813,813,user_813,30-39,0.0,0.0,0.0,21.240000000000002,0.0,0.0,0.0,0.0,0.0,12.950000000000001,0.0,0.0,0.0,0.0,0.0
814,814,user_814,18-29,,,,,,,,,,,,,,,
815,815,user_815,40-49,0.0,16.88,1.17,192.34,166.73,5.57,39.77,4.4399999999999995,14.9,53.62,1.53,570.6800000000002,16.77,127.91,151.12
816,816,user_816,30-39,0.0,16.869999999999997,0.0,181.46000000000004,94.11999999999999,91.66,22.61,0.0,0.0,210.47,0.0,59.73,0.0,22.48,0.0
817,817,user_817,18-29,0.0,91.8,8.09,632.98,510.79000000000013,68.92999999999999,6.66,51.06,33.8,297.26000000000005,0.0,953.9799999999998,9.95,456.9200000000001,129.28
818,818,user_818,18-29,3.98,102.34,0.0,1004.7400000000001,431.73000000000013,95.63999999999999,0.0,13.39,598.54,39.33,0.0,135.68,0.0,237.12999999999997,237.23000000000002
819,819,user_819,50-59,0.0,17.0,0.0,0.0,153.76999999999998,1118.1699999999998,43.21,0.0,5.94,120.98,0.0,183.70999999999998,0.0,0.0,0.0
820,820,user_820,30-39,,,,,,,,,,,,,,,
821,821,user_821,40-49,,,,,,,,,,,,,,,
822,822,user_822,40-49,,,,,,,,,,,,,,,
823,823,user_823,18-29,0.0,0.0,0.0,0.0,23.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,0.0
824,824,user_824,30-39,0.0,39.95,0.9,88.59,82.12,88.85,8.67,1.9,209.13,215.85,0.0,518.85,4.06,14.4,542.77
825,825,user_825,60+,,,,,,,,,,,,,,,
826,826,user_826,60+,0.0,7.46,0.0,54.78,55.89999999999999,0.0,33.57,5.34,22.29,153.62000000000003,0.0,633.4399999999999,0.0,9.480000000000002,0.0
827,827,user_827,18-29,0.0,0.0,0.0,576.59,25.240000000000002,1.99,2.19,0.0,1.29,1.97,11.93,245.54000000000002,0.0,42.99,0.0
828,828,user_828,30-39,0.0,17.02,0.0,0.0,136.32999999999998,6.62,0.0,28.689999999999998,64.12,10.38,158.5,598.8399999999998,0.0,0.0,0.0
