,user_id,new_age,group_age,"('amount_usd', 'charity')","('amount_usd', 'culture')","('amount_usd', 'education')","('amount_usd', 'flat fee')","('amount_usd', 'food')","('amount_usd', 'fun')","('amount_usd', 'health')","('amount_usd', 'house')","('amount_usd', 'other')","('amount_usd', 'shopping')","('amount_usd', 'sports')","('amount_usd', 'supermarket')","('amount_usd', 'tech')","('amount_usd', 'transportation')","('amount_usd', 'travel')"
3288,user_3288,43,40-49,,,,,,,,,,,,,,,
3289,user_3289,31,30-39,0.0,87.86999999999999,0.0,170.21,655.22,294.72,309.63000000000005,46.69,165.21999999999997,341.41,93.62,213.86000000000004,0.0,10.98,641.41
3290,user_3290,28,18-29,0.0,0.0,6.3,211.92000000000002,105.44999999999999,142.02,6.2,35.769999999999996,371.06,6.81,0.0,344.13000000000005,0.0,0.0,0.0
3291,user_3291,31,30-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.49,0.0,11.2,0.0,440.04999999999995,0.0
3292,user_3292,40,40-49,0.0,47.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.69,0.0,11.3,0.0,0.0,0.0
3293,user_3293,34,30-39,0.0,0.0,0.0,21.85,0.0,6.74,0.0,0.0,3.4,11.3,0.0,3.65,8.73,0.0,0.0
3294,user_3294,33,30-39,0.0,5.19,0.0,296.0,54.94,59.93000000000001,0.0,0.0,56.739999999999995,0.0,0.0,21.1,0.0,71.24000000000001,176.83
3295,user_3295,40,40-49,0.0,320.53999999999996,0.0,1987.5999999999997,242.74999999999994,25.74,390.1700000000001,4487.21,926.2699999999999,1472.9999999999998,0.0,3632.8100000000004,1681.97,41.41,259.91999999999996
3296,user_3296,31,30-39,0.0,198.22,0.0,343.84000000000003,357.3700000000001,7.55,12.21,55.11,17.83,2947.69,0.0,336.75999999999993,0.0,262.78,1776.7800000000002
3297,user_3297,22,18-29,0.0,12.34,24.0,805.0,1098.6499999999999,344.52000000000004,14.64,60.5,55.47,265.99,0.0,563.9000000000001,0.0,1144.8799999999999,0.0
3298,user_3298,22,18-29,0.0,45.54,0.0,0.0,36.970000000000006,13.67,8.35,0.0,0.0,138.13,0.0,25.37,0.0,7.59,0.0
3299,user_3299,20,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.59
3300,user_3300,37,30-39,0.0,0.0,0.0,78.75999999999999,0.0,0.0,0.0,0.0,3.2300000000000004,336.91,0.0,450.82,0.0,111.17000000000002,266.45
3301,user_3301,41,40-49,13.57,0.0,0.0,658.26,275.24999999999994,570.51,0.0,0.0,133.38,446.3499999999999,0.0,210.22000000000003,0.0,584.6,2355.55
3302,user_3302,46,40-49,0.0,8.01,0.0,56.97,11.06,0.0,14.21,161.70999999999998,0.0,0.0,0.0,184.64,0.0,0.0,0.0
3303,user_3303,52,50-59,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,14.09,0.0,0.0,3.47,0.0,31.34,761.3800000000001
3304,user_3304,59,50-59,0.0,0.0,0.0,0.0,16.84,2.97,0.0,0.0,1.99,3.61,0.0,2.54,0.0,0.0,0.0
3305,user_3305,34,30-39,0.0,34.34,0.0,334.61,726.7600000000001,661.0200000000001,38.09,0.0,1.89,250.17000000000004,15.5,65.46,0.0,19.43,0.0
3306,user_3306,39,30-39,0.0,0.0,0.0,48.71,0.0,0.0,0.0,182.82999999999998,0.0,0.0,0.0,70.49,66.44,0.0,0.0
3307,user_3307,43,40-49,0.0,30.62,0.0,700.4899999999997,15.75,28.970000000000002,0.0,0.0,198.02,6.72,0.0,11.57,7.23,145.12,510.03
3308,user_3308,49,40-49,,,,,,,,,,,,,,,
3309,user_3309,28,18-29,0.0,0.0,0.0,0.0,81.28999999999999,6.49,0.0,0.43,0.0,24.0,0.0,26.82,0.0,16.34,206.02
3310,user_3310,47,40-49,0.0,163.06,0.0,379.7300000000001,542.8000000000001,368.13000000000005,0.0,0.0,19.58,408.96000000000004,80.85,815.4899999999999,11.91,24.17,898.77
3311,user_3311,30,30-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55,0.0
3312,user_3312,27,18-29,0.0,0.0,0.0,17.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0
3313,user_3313,31,30-39,,,,,,,,,,,,,,,
3314,user_3314,54,50-59,,,,,,,,,,,,,,,
3315,user_3315,35,30-39,0.0,0.0,0.0,0.0,14.98,7.41,80.84,0.0,11.06,151.03,0.0,121.78999999999999,0.0,0.0,0.0
3316,user_3316,25,18-29,0.0,20.7,0.0,0.0,76.09,40.69,0.0,0.0,0.0,6.4,0.0,90.53,0.0,44.56999999999999,107.03
3317,user_3317,29,18-29,,,,,,,,,,,,,,,
3318,user_3318,31,30-39,4.0,0.0,0.0,113.82,9.0,5.0,125.24,2.0,2.8,226.76,0.0,258.52000000000004,0.0,18.0,0.0
3319,user_3319,35,30-39,0.0,136.13,0.0,153.19,155.74,34.04,100.05,2.13,155.98000000000002,157.47,0.0,282.00000000000006,0.0,64.92999999999999,273.58000000000004
3320,user_3320,65,60+,,,,,,,,,,,,,,,
3321,user_3321,34,30-39,0.0,0.0,0.0,93.17000000000002,103.48,0.0,0.0,0.0,94.47,111.16000000000001,0.0,104.09,0.0,0.0,0.0
3322,user_3322,57,50-59,,,,,,,,,,,,,,,
3323,user_3323,20,18-29,0.0,0.0,0.0,10.6,34.94,10.21,0.0,0.0,0.0,1060.77,0.0,251.19000000000003,0.0,48.5,225.14000000000001
3324,user_3324,65,60+,0.0,236.15,0.0,20.16,0.0,0.0,0.0,0.0,0.0,171.68,0.0,23.94,0.0,0.0,0.0
3325,user_3325,62,60+,,,,,,,,,,,,,,,
3326,user_3326,27,18-29,,,,,,,,,,,,,,,
3327,user_3327,45,40-49,0.0,0.0,0.0,0.0,346.43000000000006,0.0,1771.77,0.0,0.0,14.44,0.0,18.65,0.0,77.11,0.0
3328,user_3328,24,18-29,0.0,58.57,11.06,1332.3899999999994,691.42,40.550000000000004,60.13000000000001,73.7,6.45,309.12,20.43,213.67,0.0,232.75,479.8200000000001
3329,user_3329,55,50-59,0.0,0.0,0.0,206.66000000000003,47.5,64.36,27.28,0.0,59.98,171.70999999999998,0.0,340.72,0.0,0.0,206.97
3330,user_3330,65,60+,,,,,,,,,,,,,,,
3331,user_3331,46,40-49,0.0,155.88,2391.05,552.0,2605.960000000001,416.35999999999996,348.76,41.58,672.81,1903.6399999999999,2740.19,1065.4599999999998,0.0,180.89,1648.74
3332,user_3332,22,18-29,0.0,0.0,0.0,194.95999999999998,277.96,119.83999999999999,22.0,0.0,16.63,505.09,0.0,178.30999999999997,0.0,74.88999999999999,85.73
3333,user_3333,24,18-29,0.0,0.0,4.34,997.0799999999999,461.57000000000005,25.53,0.0,0.0,122.44,49.830000000000005,20.43,138.0,0.0,425.9599999999999,1311.8899999999999
3334,user_3334,29,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,0.0,0.0,0.0,0.0,0.0
3335,user_3335,35,30-39,0.0,0.0,0.0,17.02,19.11,0.0,0.0,0.0,0.0,0.0,0.0,18.43,60.87,14.03,0.0
3336,user_3336,25,18-29,0.0,0.0,0.0,3.33,60.46,0.0,0.0,0.0,66.77,4218.339999999999,0.0,707.5,4.94,0.0,6.34
3337,user_3337,33,30-39,0.0,4.0,0.0,0.0,219.79,10.21,10.55,0.0,97.36000000000001,73.34,0.0,221.98999999999992,0.0,145.20000000000002,260.59000000000003
3338,user_3338,65,60+,,,,,,,,,,,,,,,
3339,user_3339,45,40-49,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3340,user_3340,56,50-59,0.0,0.0,0.0,20.0,36.53,76.25,30.6,0.0,0.0,0.0,0.0,14.27,0.0,262.83,0.0
3341,user_3341,51,50-59,,,,,,,,,,,,,,,
3342,user_3342,29,18-29,0.0,0.0,0.0,3.02,44.870000000000005,131.26999999999998,0.0,32.99,0.0,23.369999999999997,0.0,53.839999999999996,0.0,0.0,0.0
3343,user_3343,38,30-39,0.0,3.71,0.0,18.59,206.49000000000004,46.96,214.89000000000001,0.0,0.0,2078.2899999999995,30.36,154.08,31.55,2.09,669.44
3344,user_3344,41,40-49,,,,,,,,,,,,,,,
3345,user_3345,35,30-39,0.0,10.13,0.0,207.78000000000003,160.20000000000002,17.02,0.0,0.0,34.04,0.0,0.0,96.28999999999999,0.0,0.0,350.28999999999996
3346,user_3346,33,30-39,0.0,58.97,0.0,497.74,446.71999999999997,37.03,15.260000000000002,120.20999999999998,55.82,307.35999999999996,0.0,149.64,7.32,11.899999999999999,24.23
3347,user_3347,27,18-29,0.0,386.96999999999997,0.0,2824.59,490.59000000000003,180.24,253.8,133.10999999999999,342.36,670.17,39.36,583.8699999999999,0.0,347.81,121.58
3348,user_3348,26,18-29,0.0,0.0,0.0,348.93,242.31000000000006,225.09000000000003,27.47,8.04,42.730000000000004,6.8,0.0,129.59,0.0,93.46,9.36
3349,user_3349,58,50-59,0.0,0.0,0.0,971.4300000000001,449.89,0.0,0.0,0.0,64.68,0.0,0.0,176.61,0.0,0.0,74.03999999999999
3350,user_3350,30,30-39,,,,,,,,,,,,,,,
3351,user_3351,30,30-39,0.0,10.88,0.0,80.87,54.690000000000005,3.2,0.0,0.0,0.0,0.0,0.0,24.12,0.0,9.04,3.6
3352,user_3352,29,18-29,0.0,0.0,0.0,394.54999999999995,46.04,0.0,0.0,0.0,0.0,94.07,0.0,0.0,0.0,0.0,0.0
3353,user_3353,21,18-29,,,,,,,,,,,,,,,
3354,user_3354,59,50-59,3.98,0.0,18.0,209.84,0.0,146.5,0.0,84.81,0.0,47.92,0.0,865.03,19.810000000000002,41.45,634.28
3355,user_3355,22,18-29,,,,,,,,,,,,,,,
3356,user_3356,65,60+,0.0,0.0,0.0,0.0,0.0,22.98,0.0,0.0,0.0,0.0,0.0,30.72,0.0,0.0,0.0
3357,user_3357,20,18-29,0.0,0.0,0.0,83.12,20.64,42.43,0.0,0.0,1.91,0.0,0.0,22.41,0.0,8.57,14.66
3358,user_3358,49,40-49,0.0,0.0,0.0,337.83000000000004,88.31,0.0,0.0,0.0,0.0,0.0,0.0,114.97,0.0,0.0,1625.54
3359,user_3359,22,18-29,,,,,,,,,,,,,,,
3360,user_3360,29,18-29,0.0,15.55,0.0,108.13,239.4300000000001,46.2,154.64000000000001,0.0,184.14000000000004,341.09999999999997,0.0,1034.3,0.0,76.26,3879.06
3361,user_3361,22,18-29,0.0,9.92,0.0,19.88,54.089999999999996,11.15,25.37,0.0,8.95,219.59999999999997,3.3,59.61,0.0,17.48,0.0
3362,user_3362,38,30-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.02,126.81,0.0,0.0,0.0,0.0,0.0
3363,user_3363,33,30-39,,,,,,,,,,,,,,,
3364,user_3364,21,18-29,0.0,0.0,7.42,0.0,135.24,123.58,0.0,8.43,0.0,738.12,154.07,34.7,5.95,35.68,0.0
3365,user_3365,21,18-29,0.0,0.0,0.0,146.14,44.53,25.78,2.78,0.0,16.86,2.78,0.0,153.96,0.0,23.53,0.0
3366,user_3366,28,18-29,0.0,31.62,0.0,0.0,13.02,0.0,0.0,8.4,5.57,0.0,0.0,1.79,9.21,0.0,0.0
3367,user_3367,25,18-29,0.0,0.0,0.0,10.0,101.97,153.83999999999997,25.619999999999997,0.0,0.0,170.32,0.0,173.51,0.0,46.45,0.0
3368,user_3368,36,30-39,0.0,36.01,18.49,6941.239999999999,5670.930000000002,2879.809999999999,308.01000000000005,1276.55,117.05000000000003,4459.680000000002,418.64,2220.54,0.0,102.83999999999999,7358.6
3369,user_3369,36,30-39,0.0,10.64,4.140000000000001,153.64000000000001,242.34000000000003,37.79,17.03,0.0,10.450000000000001,20.57,0.0,183.95000000000005,0.0,6.26,383.91999999999996
3370,user_3370,25,18-29,43.41,22.81,0.0,909.44,686.58,112.05,66.89999999999999,16.17,12.9,252.84,9.9,423.0799999999999,4.01,34.73,556.41
3371,user_3371,24,18-29,,,,,,,,,,,,,,,
3372,user_3372,44,40-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81,0.0,0.0,0.0,0.0,31.05
3373,user_3373,29,18-29,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6600000000000001,0.0,0.0,0.0
3374,user_3374,26,18-29,,,,,,,,,,,,,,,
3375,user_3375,29,18-29,0.0,75.82000000000001,0.0,2240.6999999999994,2206.3199999999997,842.0300000000001,32.44,0.0,46.93,734.8800000000001,13.02,1731.3600000000006,0.0,20.089999999999996,362.11
3376,user_3376,25,18-29,0.0,13.83,0.0,1203.9,88.33,5.86,2.66,0.0,2.66,18.12,0.0,5.86,0.0,15.85,52.64
3377,user_3377,49,40-49,0.0,129.89999999999998,0.0,150.11,819.24,1064.6,0.0,0.0,0.0,721.75,312.68,85.38,0.0,93.72,4788.33
3378,user_3378,40,40-49,0.0,0.0,0.0,2137.32,678.3799999999999,5.4,136.84,21.990000000000002,10.3,38.0,99.09,271.17999999999995,0.0,98.95,70.5
3379,user_3379,59,50-59,,,,,,,,,,,,,,,
3380,user_3380,27,18-29,0.0,0.0,0.0,59.57,71.11,26.38,0.0,6.81,0.0,92.23,0.0,17.849999999999998,0.0,0.0,0.0
3381,user_3381,24,18-29,0.0,19.46,0.0,17.02,17.32,0.0,0.0,0.0,0.0,0.0,0.0,26.87,0.0,0.0,0.0
3382,user_3382,43,40-49,0.0,0.0,0.0,80.96,317.75,62.78,29.59,39.05,35.0,162.45,0.0,276.29999999999995,0.0,5.9,633.01
3383,user_3383,43,40-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
3384,user_3384,47,40-49,0.0,7.66,0.0,455.59,376.51000000000005,342.23,4.26,0.0,3.97,116.92,0.0,365.14,0.0,67.42,1723.4099999999999
3385,user_3385,22,18-29,,,,,,,,,,,,,,,
3386,user_3386,20,18-29,0.0,1.7,0.0,17.02,59.650000000000006,0.0,0.0,0.0,0.0,16.14,0.0,87.05999999999999,0.0,114.70000000000002,0.0
3387,user_3387,62,60+,0.0,0.0,0.0,67.69,49.56,0.0,59.1,0.0,0.0,70.99,0.0,430.12,14.57,26.39,190.55
3388,user_3388,27,18-29,0.0,0.0,0.0,0.0,3.51,753.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.379999999999999,0.0
3389,user_3389,22,18-29,0.0,17.54,0.0,0.0,296.56,40.550000000000004,9.49,41.440000000000005,17.02,232.34999999999994,0.0,146.1,0.0,64.67,51.05
3390,user_3390,24,18-29,0.0,0.0,0.0,210.4,137.9,0.0,0.0,0.0,78.61999999999999,0.0,0.0,70.98000000000002,0.0,0.0,0.0
3391,user_3391,44,40-49,,,,,,,,,,,,,,,
3392,user_3392,40,40-49,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,1.98,14.13,0.0,10.209999999999999,0.0,0.0,4.0
3393,user_3393,35,30-39,0.0,8.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0
3394,user_3394,35,30-39,0.0,0.0,0.0,0.0,261.77000000000004,15.24,0.0,0.0,15.24,694.56,71.11,221.2,0.0,0.0,39.05
3395,user_3395,35,30-39,52.28,93.99000000000001,0.0,1024.46,739.7200000000001,479.0000000000001,22.57,0.0,184.23000000000002,119.71000000000001,912.57,350.76,0.0,278.52000000000004,956.12
3396,user_3396,47,40-49,0.0,0.0,0.0,187.73,0.0,19.15,78.28,0.0,156.79,451.34000000000003,0.0,395.6700000000001,0.0,19.41,0.0
3397,user_3397,26,18-29,0.0,6.76,0.0,188.88,11.329999999999998,0.0,0.0,2.98,0.0,53.419999999999995,0.0,226.03,0.0,0.0,0.0
3398,user_3398,41,40-49,0.0,608.8799999999999,26.06,152.39,313.19000000000017,139.73,19.3,84.35000000000001,24.36,338.44,38.760000000000005,1256.4699999999996,19.97,1.35,2480.4499999999994
3399,user_3399,32,30-39,,,,,,,,,,,,,,,
3400,user_3400,65,60+,0.0,0.0,0.0,831.4,145.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.53
3401,user_3401,23,18-29,5.0,389.88000000000005,85.36,311.35,920.7300000000013,168.00000000000003,96.74000000000001,52.93,149.88,418.38,0.0,1924.9600000000005,0.0,223.09000000000003,755.1999999999999
3402,user_3402,28,18-29,0.0,57.39999999999999,12.770000000000001,119.15,281.11,55.35,20.12,0.0,273.84,0.0,34.89,281.42999999999995,6.8,113.54999999999998,1043.72
3403,user_3403,41,40-49,0.0,0.0,0.0,43.25,45.96,54.42,0.0,0.0,63.83,213.95,0.0,126.02999999999999,0.0,73.46000000000001,0.0
3404,user_3404,47,40-49,0.0,0.0,0.0,509.91,100.01,23.06,168.5,0.0,0.0,182.57999999999998,0.0,180.11,12.8,182.84,963.3499999999999
3405,user_3405,60,60+,,,,,,,,,,,,,,,
3406,user_3406,31,30-39,0.0,3.95,7.5,120.0,300.09000000000003,4.26,0.0,0.99,163.64999999999998,454.33000000000004,0.0,247.43000000000004,0.0,70.31,57.07
3407,user_3407,42,40-49,0.0,0.0,0.0,390.11,33.43,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3408,user_3408,42,40-49,,,,,,,,,,,,,,,
3409,user_3409,34,30-39,0.0,0.0,0.0,72.47,25.59,4.73,0.0,0.0,0.0,40.13,0.0,23.35,0.0,0.0,0.0
3410,user_3410,42,40-49,16.59,248.78,5.11,48.91,522.72,135.41,281.1,7.6499999999999995,296.37,105.44,10.69,2546.0700000000006,18.72,230.5600000000001,252.02
3411,user_3411,27,18-29,44.21,23.17,0.0,596.6799999999998,301.27,0.0,35.07,4.5600000000000005,34.07,69.13,0.0,302.96999999999997,0.0,38.370000000000005,44.44
3412,user_3412,27,18-29,0.0,0.0,0.0,170.21,433.32,0.0,0.0,0.0,0.0,25.76,0.0,9.1,0.0,0.0,25.8
3413,user_3413,31,30-39,0.0,0.0,0.0,81.37999999999998,239.94,0.0,0.0,0.0,0.0,20.18,0.0,241.97,0.0,45.11,126.69999999999999
3414,user_3414,33,30-39,0.0,35.19,10.55,0.0,677.5300000000001,82.19999999999999,8.55,1.99,50.1,87.69999999999999,0.0,842.0699999999999,0.0,202.50000000000017,28.81
3415,user_3415,34,30-39,0.0,40.38,0.0,26.85,124.1,81.34,0.0,0.0,0.0,129.6,9.92,56.790000000000006,0.0,12.53,27.490000000000002
3416,user_3416,25,18-29,0.0,122.25999999999999,28.44,824.76,93.35,99.97,11.61,7.64,4.45,274.04999999999995,0.0,188.52999999999997,0.0,140.54,21.939999999999998
3417,user_3417,37,30-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3418,user_3418,32,30-39,0.0,0.0,0.0,305.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3419,user_3419,46,40-49,0.0,0.0,0.0,0.0,1596.25,74.79,0.0,0.0,0.0,44.26,8.11,45.03,0.0,33.4,73.48
3420,user_3420,39,30-39,,,,,,,,,,,,,,,
3421,user_3421,52,50-59,,,,,,,,,,,,,,,
3422,user_3422,26,18-29,0.0,25.299999999999997,3.96,391.49,88.58000000000001,38.29,40.71,2.54,0.0,119.05000000000001,0.0,78.26,0.0,124.29999999999997,61.56
3423,user_3423,29,18-29,0.0,168.46,92.97,921.6899999999999,2766.870000000001,380.1600000000001,27.7,53.56,1059.6600000000003,163.11999999999998,106.9,928.8299999999999,39.06,475.99000000000007,1786.3
3424,user_3424,23,18-29,0.0,0.0,0.0,45.54,112.91,66.35,113.68,0.0,5.45,641.5900000000001,0.0,168.09,0.0,512.7300000000001,528.77
3425,user_3425,35,30-39,0.0,5.0,0.0,165.32,81.22,0.0,0.0,0.0,0.0,33.11,0.0,112.45,0.0,0.0,35.13
3426,user_3426,46,40-49,,,,,,,,,,,,,,,
3427,user_3427,23,18-29,0.0,0.0,0.0,947.7800000000001,165.01999999999998,40.55,34.36,9.26,3.42,212.87,0.0,423.78,37.02,198.66,480.68000000000006
3428,user_3428,38,30-39,0.0,84.28,50.9,128.99,0.0,142.32,32.47,0.0,1.36,317.54,0.0,779.23,48.47,29.380000000000003,101.43
3429,user_3429,35,30-39,0.0,0.0,0.0,41.540000000000006,0.0,0.0,0.0,0.0,0.0,341.09,0.0,47.99,0.0,0.0,357.28
3430,user_3430,50,50-59,0.0,18.28,0.0,98.51,68.55,0.0,5.91,34.93,3.19,35.08,0.0,118.91000000000001,10.81,45.21,4.89
3431,user_3431,45,40-49,0.0,24.75,0.0,76.14,291.28,0.0,0.0,0.0,896.27,47.4,0.0,276.80000000000007,0.0,99.73,2727.2400000000002
3432,user_3432,22,18-29,,,,,,,,,,,,,,,
3433,user_3433,40,40-49,20.37,0.0,0.0,171.06,24.07,0.0,0.0,0.0,107.06,124.63000000000001,0.0,416.31,0.0,58.760000000000005,0.0
3434,user_3434,43,40-49,0.0,0.0,0.0,1876.2400000000002,2521.6099999999997,3442.8600000000015,0.0,0.0,79.36,22.78,0.0,387.43,0.0,330.9700000000001,0.0
3435,user_3435,25,18-29,0.0,0.0,0.0,6367.58,0.0,0.0,0.0,0.0,432.58,0.0,0.0,0.0,0.0,0.0,369.54
3436,user_3436,50,50-59,23.0,445.88000000000005,0.0,708.49,1348.4699999999998,707.1500000000001,94.59,94.13,511.72,287.74,15.149999999999999,1097.7900000000002,0.0,12.76,104.1
3437,user_3437,26,18-29,0.0,3.7,0.0,770.51,177.89,0.0,0.0,0.0,0.0,19.619999999999997,8.95,43.93000000000001,0.0,13.49,16.32
3438,user_3438,33,30-39,0.0,8.58,0.0,445.89,6.8,0.0,3.04,0.0,30.71,77.66000000000001,0.0,587.45,0.0,237.08000000000007,0.0
3439,user_3439,51,50-59,0.0,38.23,0.0,0.0,271.55,0.0,8.82,10.75,17.52,0.0,0.0,128.85,0.0,66.22,105.07
3440,user_3440,39,30-39,0.0,0.0,0.0,1321.25,779.7899999999998,654.1800000000001,86.52000000000001,55.52,156.36,389.1600000000001,0.0,100.58000000000001,5.23,127.66,1024.74
3441,user_3441,25,18-29,0.0,0.0,0.0,0.0,20.090000000000003,0.0,0.0,0.0,0.0,0.85,0.0,10.430000000000001,0.0,116.28999999999999,8.13
3442,user_3442,38,30-39,,,,,,,,,,,,,,,
3443,user_3443,39,30-39,,,,,,,,,,,,,,,
3444,user_3444,65,60+,0.0,3.18,0.0,0.0,13.9,51.7,105.35,1.64,149.06,77.91999999999999,0.0,342.09,0.0,0.0,0.0
3445,user_3445,31,30-39,,,,,,,,,,,,,,,
3446,user_3446,31,30-39,,,,,,,,,,,,,,,
3447,user_3447,27,18-29,0.0,0.0,20.27,81.21,400.9,42.06,20.96,0.0,98.87,1935.86,0.0,290.81,0.0,20.62,1078.3500000000001
3448,user_3448,48,40-49,,,,,,,,,,,,,,,
3449,user_3449,28,18-29,0.0,0.0,0.0,0.0,68.21000000000001,25.52,0.0,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0
3450,user_3450,23,18-29,0.0,0.0,0.0,35.53,41.75,0.0,0.0,0.0,0.0,109.19,0.0,19.06,0.0,0.0,0.0
3451,user_3451,31,30-39,0.0,64.0,0.0,0.0,8.95,0.0,0.0,0.0,0.0,48.980000000000004,0.0,54.84,0.0,62.42,9.45
3452,user_3452,31,30-39,0.0,27.43,0.0,316.22,281.94000000000005,58.48,22.96,0.0,13.03,237.17,0.0,144.20000000000002,0.0,18.9,0.0
3453,user_3453,34,30-39,0.0,134.39000000000001,0.0,242.04,685.03,319.73999999999995,76.66,360.0,24.68,431.7,0.0,1228.7099999999998,144.85,62.55,631.7
3454,user_3454,21,18-29,,,,,,,,,,,,,,,
3455,user_3455,51,50-59,0.0,0.0,0.0,0.0,268.90000000000003,60.71,0.0,0.0,25.53,33.97,0.0,37.53,0.0,7.37,19.78
3456,user_3456,24,18-29,0.0,6.64,0.0,1447.3799999999997,538.2300000000001,85.11,22.619999999999997,22.119999999999997,604.0400000000001,55.66,0.0,232.32,0.0,49.06,1142.22
3457,user_3457,31,30-39,0.0,0.0,0.0,0.0,51.58,0.0,0.0,0.0,0.0,18.01,0.0,15.64,0.0,0.0,17.5
3458,user_3458,39,30-39,,,,,,,,,,,,,,,
3459,user_3459,62,60+,0.0,0.0,0.0,107.74000000000001,279.15,9.34,0.0,0.0,0.0,22.46,0.0,18.439999999999998,0.0,58.239999999999995,9.93
3460,user_3460,34,30-39,0.0,26.47,0.0,0.0,28.21,52.230000000000004,0.0,167.69,31.61,28.1,30.62,333.9,0.0,190.13,89.77
3461,user_3461,41,40-49,0.0,116.11999999999999,0.0,283.99,912.3999999999999,139.89,370.65,0.0,0.0,703.29,0.0,944.43,0.0,296.28,906.3799999999999
3462,user_3462,29,18-29,0.0,7.29,0.0,354.94999999999993,632.3899999999998,317.28999999999996,31.049999999999997,0.0,67.28,18.19,14.469999999999999,520.46,0.0,81.11,68.43
3463,user_3463,31,30-39,0.0,19.17,0.0,1597.4799999999996,575.3800000000001,71.31,40.370000000000005,20.64,18.28,218.85999999999999,0.0,208.90999999999994,6.81,106.59000000000009,212.91000000000003
3464,user_3464,35,30-39,,,,,,,,,,,,,,,
3465,user_3465,51,50-59,0.0,0.0,0.0,56.93,0.0,0.0,0.0,10.13,0.0,0.0,0.0,42.7,0.0,0.0,0.0
3466,user_3466,32,30-39,0.0,0.0,0.0,0.0,17.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3467,user_3467,30,30-39,0.0,9.22,2.55,136.16,50.69,0.0,0.0,0.0,8.3,95.44,0.0,264.68000000000006,0.0,16.68,65.53
3468,user_3468,45,40-49,0.0,0.0,0.0,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3469,user_3469,29,18-29,0.0,1.89,0.0,20.79,381.9899999999995,219.60000000000016,33.83,120.39999999999999,28.31,56.48,40.0,895.3499999999998,0.0,527.5000000000006,13.0
3470,user_3470,30,30-39,0.0,0.0,0.0,296.68,754.0199999999998,0.0,225.66,0.0,0.0,32.32,23.75,47.419999999999995,0.0,71.06,59.53
3471,user_3471,25,18-29,0.0,0.0,0.0,437.68000000000006,115.35,229.23000000000002,0.0,0.0,0.0,316.98,0.0,110.53000000000002,0.0,114.42,670.52
3472,user_3472,20,18-29,16.14,6.140000000000001,0.0,1096.0800000000002,260.5300000000001,72.74000000000001,70.15,39.09,14.43,310.60999999999996,0.0,236.99000000000007,1.07,75.56,787.2199999999998
3473,user_3473,24,18-29,0.0,0.0,0.0,0.0,37.61,61.03,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,266.55
3474,user_3474,24,18-29,0.0,0.0,0.0,1290.0299999999997,687.3400000000003,258.26,252.92,0.0,0.0,133.81,0.0,1221.8500000000004,1.0,172.02,27.0
3475,user_3475,35,30-39,0.0,63.2,0.0,8.51,131.99,34.400000000000006,0.0,0.0,0.0,47.97,0.0,12.64,0.0,40.0,0.0
3476,user_3476,30,30-39,0.0,60.63999999999999,0.0,443.06,128.42,99.84,179.39,6.35,0.0,200.33,0.0,463.98,9.78,101.85000000000001,24.73
3477,user_3477,47,40-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.45,0.0,0.0,15.790000000000001,0.0,63.3,243.6
3478,user_3478,26,18-29,0.0,22.13,0.0,17.02,97.04,7.66,1.77,0.0,57.61,8.51,0.0,89.25999999999999,0.0,92.22,0.0
