,user_settings_crypto_unlocked,plan,attributes_notifications_marketing_push,attributes_notifications_marketing_email,num_contacts,brand,southern_europe,western_europe,northern_europe ,central_eastern_europe,age
2644,0,0,1.0,1.0,27,1,0,1,0,0,45
2645,0,0,1.0,1.0,15,0,0,0,0,1,41
2646,0,0,1.0,1.0,0,1,0,1,0,0,50
2647,0,0,1.0,1.0,113,1,1,0,0,0,28
2648,0,0,1.0,1.0,0,0,0,1,0,0,70
2649,0,0,1.0,1.0,6,0,0,1,0,0,58
2650,1,0,1.0,1.0,15,1,0,1,0,0,48
2651,0,0,1.0,1.0,0,0,0,1,0,0,48
2652,0,0,1.0,1.0,2,0,0,0,0,1,51
2653,0,0,1.0,1.0,4,1,0,1,0,0,29
2654,0,0,1.0,1.0,127,0,1,0,0,0,26
2655,0,0,1.0,1.0,59,1,0,1,0,0,29
2656,0,0,1.0,1.0,8,0,0,0,0,1,46
2657,0,0,1.0,1.0,0,1,0,1,0,0,66
2658,0,0,1.0,1.0,7,1,0,0,0,0,38
2659,0,0,1.0,1.0,2,0,0,0,0,1,36
2660,0,0,1.0,1.0,23,0,1,0,0,0,29
2661,0,0,1.0,1.0,0,0,1,0,0,0,41
2662,1,0,1.0,1.0,2,1,0,1,0,0,21
2663,1,0,1.0,1.0,0,1,0,1,0,0,56
2664,0,0,1.0,0.0,27,1,0,1,0,0,31
2665,0,0,1.0,1.0,0,0,0,0,0,1,33
2666,0,0,1.0,1.0,0,1,0,0,0,1,26
2667,0,0,1.0,1.0,0,0,0,1,0,0,57
2668,0,0,1.0,1.0,74,1,1,0,0,0,31
2669,0,0,1.0,1.0,0,1,0,1,0,0,47
2670,0,0,1.0,1.0,0,1,1,0,0,0,50
2671,0,0,1.0,1.0,3,0,0,1,0,0,53
2672,0,0,1.0,1.0,6,0,0,1,0,0,33
2673,1,0,1.0,1.0,0,1,0,0,0,1,46
2674,0,0,1.0,1.0,16,1,0,1,0,0,50
2675,0,0,1.0,1.0,23,1,0,1,0,0,26
2676,0,0,1.0,1.0,0,1,0,1,0,0,46
2677,0,0,1.0,1.0,10,0,0,0,0,1,37
2678,0,1,1.0,1.0,0,1,0,1,0,0,32
2679,0,0,1.0,1.0,11,0,0,1,0,0,30
2680,0,0,1.0,1.0,50,1,0,1,0,0,24
2681,0,0,1.0,1.0,5,1,0,1,0,0,21
2682,0,0,1.0,1.0,17,0,0,1,0,0,22
2683,0,0,1.0,1.0,10,1,0,1,0,0,24
2684,0,0,1.0,1.0,0,0,0,0,0,1,53
2685,1,0,1.0,1.0,3,0,0,0,0,1,34
2686,1,1,1.0,1.0,101,0,1,0,0,0,23
2687,0,0,1.0,0.0,0,0,0,1,0,0,54
2688,0,0,1.0,1.0,0,1,0,1,0,0,33
2689,0,0,1.0,1.0,0,1,0,0,0,1,45
2690,0,0,1.0,1.0,65,1,1,0,0,0,64
2691,0,0,1.0,1.0,6,1,0,1,0,0,35
2692,0,0,1.0,1.0,0,0,0,0,0,1,33
2693,0,0,1.0,1.0,0,0,1,0,0,0,53
2694,0,0,1.0,1.0,52,1,0,0,0,1,34
2695,0,0,1.0,1.0,5,0,0,0,0,1,24
2696,1,0,1.0,1.0,0,0,0,0,0,1,27
2697,0,0,1.0,1.0,2,1,0,1,0,0,46
2698,0,0,1.0,1.0,0,1,0,1,0,0,42
2699,0,0,1.0,1.0,52,1,0,0,0,0,28
2700,1,0,1.0,1.0,1,1,0,1,0,0,45
2701,0,0,1.0,1.0,23,1,0,1,0,0,34
2702,1,0,1.0,1.0,17,1,0,1,0,0,39
2703,1,0,1.0,1.0,14,1,0,1,0,0,31
2704,0,0,1.0,1.0,6,0,0,0,0,0,25
2705,0,0,1.0,1.0,30,1,0,1,0,0,25
2706,0,0,1.0,1.0,33,1,0,1,0,0,25
2707,0,0,1.0,1.0,0,0,0,1,0,0,48
2708,0,0,1.0,1.0,0,0,0,0,0,0,28
2709,0,0,1.0,1.0,23,0,1,0,0,0,36
2710,0,0,1.0,1.0,0,0,0,0,0,1,21
2711,0,0,1.0,1.0,0,0,0,0,0,1,43
2712,0,0,1.0,1.0,0,1,0,1,0,0,33
2713,0,0,1.0,1.0,0,0,0,1,0,0,34
2714,0,0,1.0,1.0,18,0,1,0,0,0,70
2715,0,0,1.0,1.0,0,0,0,1,0,0,33
2716,0,0,1.0,1.0,69,1,0,1,0,0,49
2717,0,1,0.0,1.0,13,0,0,1,0,0,44
2718,1,0,1.0,1.0,0,1,0,1,0,0,29
2719,1,0,1.0,1.0,0,0,0,1,0,0,52
2720,1,1,1.0,1.0,82,0,0,0,0,0,25
2721,0,0,1.0,1.0,0,1,0,1,0,0,41
2722,0,0,1.0,1.0,0,1,0,0,0,0,40
2723,1,0,1.0,1.0,23,0,0,0,0,0,30
2724,0,0,1.0,1.0,27,0,0,1,0,0,36
2725,1,0,1.0,1.0,1,0,0,0,0,0,21
2726,0,0,1.0,1.0,0,1,0,1,0,0,31
2727,1,1,1.0,1.0,27,1,0,1,0,0,31
2728,0,0,1.0,1.0,23,1,0,1,0,0,42
2729,0,0,1.0,1.0,15,1,0,1,0,0,45
2730,0,0,1.0,1.0,34,0,1,0,0,0,24
2731,0,0,0.0,0.0,3,1,0,1,0,0,37
2732,0,0,0.0,0.0,45,0,0,0,0,1,42
2733,1,0,1.0,1.0,1,0,0,1,0,0,41
2734,0,0,1.0,1.0,0,1,0,1,0,0,20
2735,0,0,1.0,1.0,33,0,0,0,0,0,41
2736,0,0,1.0,1.0,0,1,0,1,0,0,27
2737,0,0,1.0,1.0,35,1,0,1,0,0,33
2738,0,0,1.0,1.0,64,0,0,1,0,0,34
2739,0,0,1.0,1.0,0,1,0,0,0,1,59
2740,0,0,1.0,1.0,0,0,0,1,0,0,45
2741,1,0,0.0,1.0,12,0,0,1,0,0,41
2742,0,0,1.0,0.0,1,1,1,0,0,0,37
2743,0,0,1.0,1.0,0,1,1,0,0,0,55
2744,0,0,1.0,1.0,13,0,0,1,0,0,33
2745,0,0,0.0,0.0,31,1,0,0,0,0,30
2746,0,0,1.0,1.0,0,1,0,1,0,0,42
2747,1,0,1.0,1.0,36,0,0,0,0,1,48
2748,0,0,1.0,1.0,0,1,0,0,0,1,20
2749,0,0,0.0,1.0,0,0,0,1,0,0,33
2750,0,0,1.0,1.0,0,1,0,1,0,0,32
2751,0,0,1.0,1.0,0,0,0,1,0,0,30
2752,0,0,1.0,1.0,2,0,0,1,0,0,23
2753,0,0,1.0,1.0,120,1,1,0,0,0,28
2754,1,0,1.0,1.0,5,0,0,1,0,0,27
2755,0,0,1.0,1.0,80,0,1,0,0,0,32
2756,1,0,1.0,1.0,27,1,0,0,0,1,27
2757,0,0,0.0,0.0,8,0,0,1,0,0,33
2758,0,0,1.0,1.0,158,1,0,1,0,0,43
2759,0,0,1.0,1.0,23,1,0,1,0,0,27
2760,0,0,1.0,1.0,26,0,0,1,0,0,27
2761,0,0,1.0,1.0,0,1,1,0,0,0,22
2762,0,0,1.0,1.0,15,0,1,0,0,0,31
2763,0,0,1.0,1.0,1,0,1,0,0,0,26
2764,0,0,1.0,1.0,0,0,1,0,0,0,38
2765,0,0,1.0,1.0,0,0,0,1,0,0,33
2766,0,0,1.0,1.0,3,1,0,1,0,0,20
2767,0,0,1.0,1.0,5,0,0,0,0,1,44
2768,0,0,1.0,1.0,3,0,1,0,0,0,49
2769,0,0,1.0,1.0,0,1,0,1,0,0,46
2770,0,0,1.0,1.0,11,0,0,0,0,1,35
2771,0,0,1.0,1.0,0,0,0,0,0,1,42
2772,0,0,1.0,1.0,0,0,0,1,0,0,39
2773,0,0,0.0,0.0,6,0,1,0,0,0,32
2774,0,0,1.0,1.0,3,1,0,0,0,1,49
2775,0,0,1.0,1.0,0,1,0,1,0,0,36
2776,1,0,1.0,1.0,25,0,1,0,0,0,31
2777,1,1,1.0,0.0,14,0,0,0,0,1,21
2778,1,0,1.0,1.0,12,1,0,0,0,1,37
2779,0,0,1.0,1.0,0,0,0,0,0,1,20
2780,0,0,1.0,1.0,18,0,1,0,0,0,29
2781,0,0,1.0,1.0,13,0,0,0,0,1,21
2782,1,0,1.0,1.0,8,1,0,1,0,0,70
2783,0,0,1.0,1.0,0,1,0,0,0,1,24
2784,0,0,1.0,1.0,0,0,1,0,0,0,56
2785,1,0,1.0,1.0,31,0,1,0,0,0,28
2786,0,0,1.0,1.0,0,0,0,1,0,0,24
2787,0,0,1.0,1.0,60,0,0,0,0,1,39
2788,0,0,1.0,1.0,1,0,0,1,0,0,31
2789,0,0,1.0,1.0,88,1,0,1,0,0,26
2790,0,0,1.0,1.0,9,0,0,0,0,1,20
2791,0,0,1.0,1.0,0,1,0,1,0,0,36
2792,0,0,1.0,1.0,16,0,0,0,0,0,29
2793,1,0,1.0,1.0,18,0,0,1,0,0,25
2794,0,0,1.0,1.0,20,0,0,1,0,0,36
2795,0,0,1.0,1.0,70,0,1,0,0,0,32
2796,0,0,1.0,1.0,31,0,0,0,0,1,33
2797,1,1,1.0,1.0,12,1,0,0,0,1,23
2798,0,0,0.0,0.0,0,1,0,1,0,0,45
2799,0,0,1.0,0.0,27,0,0,0,0,1,34
2800,0,0,1.0,1.0,0,1,0,1,0,0,42
2801,0,0,1.0,1.0,29,0,0,0,0,1,45
2802,0,1,1.0,1.0,0,1,0,1,0,0,58
2803,0,0,1.0,1.0,1,0,0,0,0,1,49
2804,1,0,1.0,1.0,51,1,0,1,0,0,29
2805,0,0,1.0,1.0,0,1,0,1,0,0,42
2806,1,1,1.0,1.0,6,1,1,0,0,0,45
2807,0,0,1.0,1.0,0,0,0,1,0,0,49
2808,0,0,1.0,1.0,11,1,0,1,0,0,29
2809,0,0,1.0,1.0,16,0,1,0,0,0,27
2810,1,0,1.0,1.0,0,0,0,1,0,0,62
2811,0,0,1.0,1.0,0,1,0,1,0,0,28
2812,0,0,1.0,1.0,13,1,0,1,0,0,25
2813,0,0,1.0,1.0,0,1,0,1,0,0,35
2814,0,0,1.0,1.0,0,0,0,1,0,0,28
2815,0,0,1.0,1.0,0,0,0,1,0,0,55
2816,0,0,1.0,1.0,8,0,1,0,0,0,28
2817,0,0,1.0,1.0,0,0,1,0,0,0,68
2818,0,0,1.0,0.0,0,0,0,0,0,1,37
2819,0,0,1.0,1.0,16,0,1,0,0,0,29
2820,0,0,1.0,1.0,29,0,0,0,0,1,42
2821,1,0,1.0,1.0,0,0,0,0,0,1,25
2822,0,0,1.0,1.0,1,0,1,0,0,0,58
2823,0,0,1.0,1.0,2,1,1,0,0,0,53
2824,0,0,1.0,1.0,0,0,0,1,0,0,50
2825,1,0,1.0,1.0,31,0,0,0,0,1,21
2826,0,1,1.0,0.0,7,1,0,1,0,0,53
2827,0,0,1.0,1.0,0,1,0,1,0,0,20
2828,0,0,1.0,1.0,0,1,0,1,0,0,31
2829,0,0,1.0,1.0,0,0,0,1,0,0,49
2830,1,0,1.0,1.0,22,0,0,1,0,0,24
2831,0,0,1.0,1.0,0,0,0,0,0,1,23
2832,1,1,1.0,1.0,40,1,0,1,0,0,48
2833,0,0,1.0,1.0,13,0,0,0,0,1,38
2834,0,0,1.0,1.0,31,0,0,1,0,0,33
2835,0,0,1.0,1.0,9,0,1,0,0,0,53
2836,0,0,1.0,1.0,0,1,0,0,0,1,39
2837,1,0,1.0,1.0,14,0,0,1,0,0,31
2838,1,0,1.0,1.0,1,1,1,0,0,0,55
2839,0,0,1.0,1.0,4,0,0,1,0,0,33
2840,0,0,1.0,1.0,5,1,0,0,0,0,23
2841,1,1,1.0,1.0,15,1,0,0,0,0,34
2842,0,1,0.0,0.0,0,1,0,0,0,1,27
2843,0,0,1.0,1.0,24,1,0,1,0,0,21
2844,0,1,1.0,1.0,3,1,0,1,0,0,30
2845,0,0,1.0,1.0,0,1,0,1,0,0,49
2846,0,1,1.0,1.0,0,0,0,1,0,0,62
2847,1,0,1.0,1.0,5,0,0,1,0,0,42
2848,0,1,0.0,0.0,4,1,0,0,0,1,34
2849,0,0,0.0,1.0,0,0,0,1,0,0,67
2850,1,0,1.0,1.0,7,0,0,0,0,1,23
2851,1,0,1.0,1.0,3,1,0,1,0,0,36
2852,0,0,1.0,1.0,0,1,0,1,0,0,28
2853,0,0,1.0,1.0,0,1,1,0,0,0,24
2854,0,0,1.0,1.0,0,0,0,1,0,0,50
2855,0,1,1.0,1.0,0,1,0,1,0,0,66
2856,1,1,1.0,1.0,20,1,0,1,0,0,21
2857,1,1,1.0,1.0,13,0,0,1,0,0,34
2858,0,0,1.0,1.0,0,1,0,1,0,0,73
2859,0,0,1.0,1.0,15,1,0,0,0,1,33
2860,0,0,1.0,1.0,2,1,0,1,0,0,20
2861,0,0,1.0,1.0,0,0,1,0,0,0,30
2862,0,0,1.0,1.0,0,0,0,1,0,0,44
2863,0,0,1.0,1.0,17,1,0,1,0,0,60
2864,0,1,1.0,0.0,48,0,0,1,0,0,28
2865,1,0,0.0,0.0,0,1,0,0,0,1,35
2866,1,1,1.0,1.0,36,0,0,0,0,1,36
2867,0,0,1.0,1.0,30,0,1,0,0,0,22
2868,0,0,1.0,1.0,0,1,0,1,0,0,68
2869,0,0,1.0,0.0,6,1,1,0,0,0,45
2870,0,0,1.0,0.0,2,1,0,1,0,0,32
2871,0,0,1.0,1.0,92,1,0,1,0,0,31
2872,0,0,1.0,1.0,0,0,0,0,0,0,32
2873,0,0,1.0,0.0,22,1,0,1,0,0,27
2874,1,0,1.0,1.0,16,0,0,1,0,0,36
2875,0,0,1.0,1.0,4,0,0,1,0,0,29
2876,0,0,1.0,1.0,11,0,0,0,0,1,29
2877,0,0,1.0,1.0,20,0,0,1,0,0,23
2878,0,0,1.0,1.0,0,1,0,1,0,0,25
2879,0,0,1.0,1.0,0,1,0,1,0,0,34
2880,0,0,1.0,1.0,0,0,0,0,0,1,40
2881,0,1,1.0,1.0,0,1,0,1,0,0,64
2882,0,0,1.0,1.0,0,1,0,1,0,0,45
2883,0,0,1.0,1.0,0,0,1,0,0,0,38
2884,0,0,1.0,1.0,0,0,0,0,0,1,34
2885,0,0,1.0,1.0,27,1,1,0,0,0,34
2886,1,0,1.0,1.0,0,0,0,1,0,0,37
2887,0,0,0.0,0.0,5,0,0,1,0,0,59
2888,0,0,1.0,1.0,27,0,1,0,0,0,25
2889,0,0,1.0,1.0,0,0,0,1,0,0,57
2890,0,0,1.0,1.0,25,1,0,1,0,0,25
2891,1,1,1.0,1.0,1,0,0,0,0,1,22
2892,0,0,1.0,1.0,16,0,0,1,0,0,35
2893,0,0,1.0,1.0,4,0,0,0,0,1,23
2894,1,0,1.0,1.0,0,1,0,0,0,0,30
2895,0,0,1.0,1.0,18,0,1,0,0,0,37
2896,0,0,1.0,1.0,0,1,0,0,0,1,32
2897,0,0,1.0,1.0,118,1,0,1,0,0,29
2898,0,0,1.0,1.0,15,1,0,1,0,0,61
2899,0,0,1.0,1.0,0,1,0,1,0,0,43
2900,0,0,1.0,1.0,39,1,1,0,0,0,45
2901,0,0,1.0,1.0,0,1,0,1,0,0,32
2902,1,0,1.0,1.0,0,0,0,1,0,0,44
2903,0,0,1.0,1.0,7,1,0,1,0,0,21
2904,0,0,1.0,1.0,0,1,0,1,0,0,24
2905,1,0,1.0,1.0,14,0,1,0,0,0,38
2906,0,0,1.0,1.0,41,0,0,0,0,1,31
2907,0,0,1.0,1.0,14,1,0,1,0,0,40
2908,0,0,1.0,1.0,44,0,0,1,0,0,26
2909,1,0,0.0,1.0,2,0,0,1,0,0,77
2910,0,0,1.0,1.0,3,0,1,0,0,0,39
2911,0,0,1.0,1.0,2,1,0,1,0,0,35
2912,0,0,1.0,1.0,0,0,0,0,0,1,41
2913,0,0,1.0,1.0,3,0,0,0,0,1,20
2914,0,0,1.0,1.0,1,0,1,0,0,0,33
2915,0,0,1.0,1.0,12,0,0,1,0,0,26
2916,1,0,1.0,1.0,33,1,1,0,0,0,37
2917,0,0,1.0,1.0,52,1,0,0,0,1,27
2918,1,0,1.0,1.0,0,0,0,0,0,1,41
2919,0,0,1.0,1.0,0,1,0,0,0,0,29
2920,0,0,1.0,1.0,2,1,0,1,0,0,28
2921,0,0,1.0,1.0,8,0,1,0,0,0,68
2922,0,0,1.0,1.0,0,1,0,1,0,0,37
2923,0,0,1.0,1.0,0,1,0,1,0,0,21
2924,0,0,1.0,0.0,0,0,0,1,0,0,23
2925,0,0,1.0,1.0,0,1,0,0,0,1,29
2926,0,0,1.0,1.0,21,1,1,0,0,0,32
2927,0,0,1.0,1.0,17,1,0,1,0,0,24
2928,0,0,1.0,0.0,2,1,0,1,0,0,59
2929,1,0,1.0,1.0,16,1,1,0,0,0,34
2930,1,1,1.0,1.0,1,0,0,1,0,0,38
2931,0,1,1.0,1.0,0,1,1,0,0,0,61
2932,0,0,1.0,1.0,3,1,0,1,0,0,27
2933,0,1,1.0,1.0,1,0,0,0,0,0,40
2934,1,0,1.0,1.0,0,1,0,1,0,0,24
2935,0,0,1.0,1.0,12,1,0,1,0,0,22
2936,0,1,1.0,1.0,90,1,0,1,0,0,31
2937,0,0,1.0,1.0,0,0,0,0,0,1,41
2938,0,0,1.0,1.0,0,0,0,0,0,1,20
2939,0,0,1.0,1.0,4,0,0,0,0,0,28
2940,0,0,1.0,1.0,49,1,0,0,0,1,47
2941,0,0,1.0,1.0,0,0,0,0,0,1,28
2942,1,1,1.0,1.0,30,1,0,1,0,0,32
2943,0,0,1.0,1.0,78,1,0,0,0,1,36
2944,0,0,1.0,1.0,20,1,0,1,0,0,33
2945,1,0,1.0,1.0,11,1,0,0,0,0,23
2946,0,0,1.0,1.0,1,0,0,1,0,0,48
2947,0,0,1.0,1.0,17,0,0,0,0,1,36
2948,0,0,1.0,1.0,7,0,0,0,0,1,22
2949,0,0,1.0,1.0,10,1,0,1,0,0,30
2950,0,0,1.0,1.0,0,1,0,1,0,0,48
2951,0,0,1.0,0.0,4,1,0,1,0,0,26
2952,0,0,1.0,1.0,0,1,0,0,0,1,33
2953,0,0,1.0,1.0,18,1,0,1,0,0,58
2954,0,0,1.0,1.0,5,0,0,1,0,0,26
2955,0,0,1.0,1.0,0,1,1,0,0,0,24
2956,0,0,1.0,1.0,0,1,0,1,0,0,34
2957,0,0,1.0,1.0,23,0,0,1,0,0,30
2958,1,0,1.0,1.0,53,0,0,0,0,1,31
2959,0,0,1.0,1.0,2,0,0,1,0,0,23
2960,0,0,1.0,1.0,0,1,0,1,0,0,28
2961,0,0,1.0,1.0,69,0,0,0,0,0,42
2962,0,0,1.0,1.0,0,1,0,1,0,0,23
2963,1,0,1.0,1.0,0,1,0,1,0,0,62
2964,0,0,1.0,1.0,0,0,0,1,0,0,30
2965,0,0,1.0,1.0,4,0,0,0,0,1,59
2966,0,0,1.0,0.0,0,1,0,1,0,0,56
2967,0,0,1.0,1.0,0,1,0,1,0,0,65
2968,0,0,1.0,1.0,0,1,0,0,0,1,35
2969,0,0,1.0,1.0,89,0,0,0,0,1,34
2970,0,0,1.0,1.0,0,1,0,1,0,0,63
2971,1,0,1.0,1.0,1,0,0,1,0,0,32
2972,0,0,1.0,1.0,111,0,0,0,0,1,37
2973,0,0,1.0,1.0,7,1,0,1,0,0,32
2974,0,0,1.0,1.0,12,0,0,0,0,1,31
2975,1,0,1.0,1.0,1,0,0,1,0,0,42
2976,0,0,1.0,1.0,26,1,0,0,0,1,44
2977,0,0,1.0,1.0,0,1,1,0,0,0,37
2978,0,0,0.0,0.0,241,0,1,0,0,0,36
2979,0,0,1.0,1.0,0,0,0,0,0,1,46
2980,0,0,1.0,1.0,77,1,0,1,0,0,27
2981,0,0,1.0,1.0,0,0,1,0,0,0,45
2982,0,0,1.0,0.0,9,1,1,0,0,0,39
2983,1,1,1.0,1.0,18,0,0,0,0,1,28
2984,0,0,1.0,1.0,34,1,0,1,0,0,33
2985,0,0,0.0,1.0,42,1,0,0,0,0,33
2986,1,1,0.0,1.0,0,1,0,1,0,0,47
2987,0,0,1.0,1.0,19,1,0,1,0,0,23
2988,0,0,1.0,0.0,0,0,0,0,0,1,29
2989,0,0,1.0,1.0,17,0,0,0,0,1,52
2990,1,0,1.0,1.0,6,0,0,1,0,0,28
2991,0,0,1.0,1.0,61,1,1,0,0,0,48
2992,1,0,1.0,1.0,39,1,0,1,0,0,25
2993,0,0,1.0,1.0,7,1,0,1,0,0,53
2994,1,1,1.0,1.0,8,1,0,1,0,0,24
2995,0,0,1.0,1.0,0,1,0,1,0,0,23
2996,1,0,1.0,1.0,36,0,0,1,0,0,35
2997,1,0,1.0,1.0,50,1,0,1,0,0,35
2998,0,0,1.0,1.0,20,0,0,0,0,1,31
2999,0,0,1.0,1.0,0,1,0,1,0,0,32
3000,0,0,1.0,1.0,0,1,0,0,0,1,32
3001,0,0,1.0,1.0,0,0,0,0,0,0,35
3002,0,0,1.0,1.0,18,0,0,1,0,0,37
3003,0,0,1.0,1.0,0,0,0,1,0,0,32
3004,0,0,1.0,1.0,8,0,0,0,0,0,25
3005,0,0,1.0,1.0,6,0,0,0,0,1,52
3006,0,0,1.0,1.0,38,1,0,0,0,0,47
3007,0,0,1.0,1.0,83,0,1,0,0,0,54
3008,0,0,1.0,1.0,0,1,1,0,0,0,28
3009,0,0,1.0,1.0,5,0,0,1,0,0,28
3010,1,0,1.0,1.0,28,0,0,0,0,1,52
3011,0,0,1.0,1.0,0,1,0,1,0,0,34
3012,0,0,1.0,1.0,0,0,0,1,0,0,40
3013,0,0,1.0,1.0,0,0,0,0,0,1,28
3014,0,0,1.0,0.0,0,0,1,0,0,0,45
3015,0,0,1.0,1.0,8,0,0,1,0,0,37
3016,0,0,1.0,1.0,2,0,0,1,0,0,39
3017,0,0,1.0,1.0,3,1,0,1,0,0,65
3018,0,0,1.0,1.0,5,0,1,0,0,0,28
3019,0,0,1.0,1.0,0,0,0,1,0,0,20
3020,0,0,1.0,1.0,0,0,0,1,0,0,65
3021,1,0,1.0,1.0,12,0,0,0,0,1,24
3022,0,0,1.0,1.0,75,0,0,1,0,0,34
3023,1,0,1.0,1.0,91,1,1,0,0,0,39
3024,1,1,1.0,1.0,28,1,0,1,0,0,23
3025,0,0,1.0,1.0,0,1,0,0,0,1,29
3026,1,1,1.0,1.0,7,1,1,0,0,0,53
3027,0,0,1.0,1.0,19,1,0,1,0,0,26
3028,0,0,1.0,1.0,57,1,0,1,0,0,27
3029,1,0,1.0,1.0,4,0,0,0,0,1,23
3030,0,0,1.0,1.0,0,1,0,1,0,0,60
3031,0,0,1.0,1.0,0,0,0,1,0,0,20
3032,0,0,1.0,0.0,0,1,0,1,0,0,53
3033,0,0,1.0,1.0,1,1,0,1,0,0,43
3034,0,0,1.0,1.0,0,0,0,1,0,0,67
3035,0,0,1.0,1.0,3,0,0,0,0,1,37
3036,0,0,1.0,1.0,110,1,0,0,0,0,26
3037,0,0,1.0,1.0,10,1,0,1,0,0,59
3038,0,0,1.0,1.0,1,0,0,0,0,1,40
3039,0,0,1.0,1.0,225,0,1,0,0,0,57
3040,0,0,1.0,1.0,3,1,0,1,0,0,43
3041,0,0,1.0,1.0,0,1,0,1,0,0,35
3042,1,0,0.0,0.0,0,0,0,1,0,0,47
3043,0,0,1.0,0.0,5,0,0,1,0,0,29
3044,1,0,1.0,1.0,0,0,0,1,0,0,31
3045,0,0,1.0,1.0,12,0,0,1,0,0,26
3046,1,0,1.0,1.0,4,0,0,0,0,1,35
3047,0,0,1.0,1.0,0,0,1,0,0,0,24
3048,1,1,1.0,1.0,2,0,0,1,0,0,40
3049,0,0,1.0,1.0,4,1,0,0,0,0,40
3050,0,1,1.0,1.0,2,0,0,1,0,0,65
3051,0,0,1.0,0.0,15,0,0,0,0,1,39
3052,1,1,1.0,1.0,0,0,1,0,0,0,34
3053,0,0,1.0,1.0,4,1,0,1,0,0,25
3054,0,0,0.0,0.0,6,1,0,1,0,0,28
3055,0,0,1.0,1.0,0,1,0,0,0,1,28
3056,0,0,1.0,1.0,21,0,1,0,0,0,26
3057,0,0,0.0,1.0,0,0,0,0,0,1,50
3058,0,1,1.0,1.0,0,1,0,1,0,0,38
3059,0,0,1.0,1.0,20,0,0,0,0,1,27
3060,1,0,1.0,1.0,0,0,0,0,0,0,44
3061,1,0,0.0,0.0,0,1,0,1,0,0,28
3062,0,0,0.0,1.0,19,0,0,1,0,0,22
3063,1,0,1.0,1.0,14,0,0,0,0,1,50
3064,0,0,1.0,1.0,5,1,0,1,0,0,54
3065,0,0,0.0,0.0,39,1,0,0,0,1,31
3066,0,0,1.0,1.0,7,0,0,1,0,0,25
3067,0,1,1.0,1.0,0,1,0,1,0,0,42
3068,0,0,1.0,1.0,4,0,0,0,0,1,43
3069,0,0,1.0,0.0,3,0,1,0,0,0,34
3070,0,0,1.0,1.0,23,1,0,1,0,0,34
3071,1,0,1.0,0.0,76,0,0,0,0,1,33
3072,0,0,1.0,0.0,44,1,0,1,0,0,28
3073,0,0,1.0,1.0,1,0,0,0,0,0,31
3074,0,0,1.0,1.0,4,0,0,1,0,0,24
3075,0,0,1.0,1.0,20,0,1,0,0,0,24
3076,0,0,1.0,0.0,2,0,0,1,0,0,62
3077,0,0,1.0,1.0,0,0,1,0,0,0,39
3078,0,0,1.0,1.0,8,0,1,0,0,0,35
3079,0,0,1.0,1.0,9,1,1,0,0,0,28
3080,0,0,1.0,1.0,12,0,0,0,0,1,50
3081,0,0,1.0,1.0,149,0,0,0,0,1,39
3082,0,0,1.0,1.0,8,1,0,1,0,0,30
3083,0,0,1.0,1.0,7,0,0,1,0,0,32
3084,0,0,1.0,1.0,5,1,0,0,0,0,34
3085,0,0,1.0,1.0,0,0,0,1,0,0,24
3086,1,0,1.0,1.0,18,0,0,0,0,1,44
3087,0,1,1.0,1.0,2,1,0,1,0,0,65
3088,0,0,1.0,1.0,0,1,0,1,0,0,35
3089,1,0,1.0,1.0,10,0,0,1,0,0,49
3090,1,0,1.0,1.0,0,0,1,0,0,0,47
3091,0,0,1.0,1.0,7,0,1,0,0,0,38
3092,0,0,1.0,1.0,3,0,0,1,0,0,24
3093,0,0,1.0,1.0,0,1,0,1,0,0,73
3094,0,0,1.0,1.0,8,0,0,1,0,0,29
3095,0,0,1.0,1.0,11,0,1,0,0,0,42
3096,0,1,1.0,1.0,0,1,0,1,0,0,33
3097,0,0,1.0,1.0,15,0,0,1,0,0,32
3098,0,0,1.0,1.0,0,1,1,0,0,0,25
3099,0,0,1.0,1.0,0,0,0,1,0,0,40
3100,0,1,1.0,1.0,44,1,0,0,0,1,33
3101,0,0,1.0,1.0,0,1,0,0,0,1,21
3102,1,1,1.0,1.0,79,1,1,0,0,0,31
3103,0,0,1.0,1.0,4,0,0,0,0,1,45
3104,0,0,1.0,1.0,0,1,0,0,0,1,43
3105,0,0,1.0,1.0,0,1,0,1,0,0,36
3106,0,0,1.0,1.0,0,1,0,1,0,0,49
3107,0,0,1.0,1.0,0,1,1,0,0,0,24
3108,0,0,1.0,1.0,0,0,0,1,0,0,33
3109,0,0,1.0,1.0,1,0,1,0,0,0,32
3110,1,0,1.0,1.0,12,1,0,1,0,0,25
3111,0,0,1.0,1.0,0,0,0,0,0,1,38
3112,0,0,0.0,1.0,41,1,1,0,0,0,42
3113,0,0,1.0,1.0,20,0,0,1,0,0,44
3114,1,0,1.0,1.0,10,0,1,0,0,0,31
3115,0,0,1.0,1.0,0,0,0,1,0,0,24
3116,0,0,1.0,1.0,1,1,0,1,0,0,22
3117,0,0,1.0,1.0,0,1,0,1,0,0,65
3118,1,0,1.0,1.0,4,0,1,0,0,0,51
3119,0,0,1.0,1.0,10,0,0,1,0,0,30
3120,0,0,1.0,1.0,65,0,1,0,0,0,36
3121,0,0,1.0,1.0,0,1,1,0,0,0,36
3122,0,0,1.0,1.0,4,0,0,1,0,0,26
