,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd
user_11404,0.0,0.0,0.0,229.95999999999998,47.16,0.0,0.0,0.0,0.0,89.35,0.0,4.46,0.0,13.65,0.0
user_11405,0.0,72.89,0.0,7.06,0.0,20.929999999999996,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0
user_11406,0.0,256.26,0.0,1294.24,131.56,84.39,14.28,911.47,71.68,728.5699999999999,0.0,1304.9699999999998,5.13,420.54,0.0
user_11408,0.0,0.0,0.0,1.0,63.06,0.0,35.8,170.23000000000002,0.0,79.19,0.0,58.07,0.0,21.41,255.66
user_11411,0.0,0.0,0.0,102.12,1168.1100000000001,224.99,3.5,0.0,26.38,105.85,0.0,289.75,0.0,28.099999999999998,0.0
user_11412,0.0,0.0,0.0,3.73,44.19,0.0,0.0,0.0,0.0,94.0,0.0,15.75,0.0,15.79,157.27
user_11414,0.0,162.32,0.0,1170.04,927.2000000000002,377.7599999999999,126.25999999999999,15.32,176.66,580.2700000000001,38.0,537.1799999999998,5.97,181.47,101.08000000000001
user_11415,0.0,0.0,0.0,364.34000000000003,246.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58
user_11418,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,1.69,48.02,0.0,0.59,0.0,3.0,0.0
user_11419,56.33,10.17,0.0,0.0,266.0,18.08,61.28,0.0,11.49,760.87,0.0,194.35999999999999,0.0,58.98,122.23
user_1142,12.06,95.92999999999999,0.0,42.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.78999999999999,19.14,19.08,0.0
user_11421,0.0,0.0,0.0,502.13,0.0,38.309999999999995,0.0,0.0,0.0,0.0,0.0,65.39,0.0,24.86,0.0
user_11422,0.0,0.0,0.0,0.0,0.0,46.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_11424,82.4,381.66999999999996,0.0,427.46999999999997,1913.64,303.77,10.83,101.34,4.97,231.80999999999997,104.56,689.1800000000001,0.0,747.65,1343.1599999999999
user_11426,8.03,60.54,0.0,821.4900000000002,68.31,228.19000000000003,58.51999999999999,0.0,480.4699999999999,592.38,197.74,164.73,0.0,693.0899999999999,1329.6899999999998
user_11427,0.0,0.0,0.0,0.0,93.03,22.54,0.0,0.0,0.0,0.0,0.0,28.409999999999997,0.0,0.0,0.0
user_11428,9.94,0.0,0.0,125.17999999999999,275.6699999999999,505.04999999999995,1.89,6.96,324.84,344.01999999999987,2.3,1120.4600000000003,0.0,364.6700000000001,15.12
user_11429,0.0,0.0,0.0,88.42,4.49,0.0,0.0,0.0,0.0,8.23,0.0,1.17,0.0,4.26,0.0
user_1143,0.0,9.15,26.400000000000002,1270.0099999999998,392.5899999999997,5.11,61.21,96.19,87.16,86.17999999999999,0.0,320.9500000000001,0.0,13.07,466.12
user_11430,0.0,0.0,0.0,0.0,125.66,49.7,0.0,104.96000000000001,0.0,0.0,0.0,17.2,0.0,0.0,0.0
user_11431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.689999999999998,0.0,0.0,154.38
user_11433,0.0,0.0,0.0,0.0,152.03,0.0,0.0,0.0,0.0,29.310000000000002,0.0,84.92,0.0,0.0,0.0
user_11435,0.0,9.12,0.0,382.94999999999993,228.32999999999993,58.46,0.0,0.0,59.629999999999995,102.89,0.0,570.1899999999999,0.0,274.09,28.340000000000003
user_11436,0.0,77.72999999999999,8.51,944.8199999999999,2217.2999999999993,77.79,136.11,919.9300000000001,88.42,65.4,0.0,631.98,128.02,53.53,48.519999999999996
user_11437,0.0,0.0,0.0,622.32,0.0,0.0,0.0,0.0,0.0,7.59,0.0,5.93,0.0,0.0,0.0
user_11438,0.0,0.0,0.0,571.5,546.66,108.09,251.19,549.61,59.57,352.61000000000007,0.0,1003.2000000000002,0.0,41.10999999999999,612.76
user_1144,0.0,32.489999999999995,0.0,1715.72,1316.4400000000007,501.83999999999986,9.6,0.0,112.42999999999999,178.1,0.0,640.1599999999999,0.0,356.25000000000017,308.31
user_11440,21.0,0.0,0.0,2850.65,413.44000000000005,47.29,35.23,62.8,82.47,147.85,0.0,329.37000000000006,0.0,59.819999999999986,318.07
user_11443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.11,0.0,0.0,0.0
user_11444,0.0,0.0,0.0,202.86,60.47,0.0,3.69,0.0,0.0,0.0,0.0,187.97999999999996,0.0,23.71,0.0
user_11445,0.0,0.0,0.0,257.8,89.07000000000001,0.0,0.0,17.9,7.97,47.99000000000001,0.0,84.12,14.32,0.0,33.26
user_11446,0.0,0.0,0.0,1171.99,51.53,0.0,0.0,0.0,0.0,595.3,0.0,208.46,0.0,61.62,190.24
user_11447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.06,101.59,0.0
user_11448,0.0,65.53,0.0,391.48,362.09,112.93,127.64,69.87,99.01,165.60000000000002,0.0,301.94,65.31,209.01000000000002,21.28
user_1145,0.0,0.0,0.0,85.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_11450,0.0,33.19,0.0,5.11,9.06,7.66,0.0,0.0,0.0,0.0,24.43,17.01,0.0,0.0,0.0
user_11451,0.0,0.0,0.0,0.0,119.32000000000001,0.0,0.0,0.0,38.14,0.0,0.0,124.39,0.0,50.73,0.0
user_11452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.42,2.05,0.0,0.0
user_11453,0.0,10.91,0.0,598.3299999999999,90.46000000000001,0.0,11.88,0.0,129.36,446.38,0.0,37.92,0.0,0.0,400.5
user_11454,0.0,0.0,0.0,0.0,37.34,63.43,31.53,0.0,0.0,118.07,0.0,172.95,0.0,31.479999999999997,263.34000000000003
user_11455,0.0,8.95,0.0,7.95,223.04,24.97,13.009999999999998,128.98000000000002,85.98,74.35,35.04,380.76,4.88,6.76,564.76
user_11456,0.0,23.35,0.0,1236.5600000000002,1299.9800000000005,777.7000000000002,165.0,1308.269999999999,39.95,577.12,0.0,519.8500000000001,0.0,1016.0999999999999,595.5699999999999
user_11457,0.0,0.0,0.0,378.71000000000004,283.06,22.0,10.71,20.43,28.09,0.0,0.0,85.11,0.0,62.35999999999999,12.92
user_11458,0.0,169.02999999999997,0.0,604.2500000000001,1290.69,31122.95000000001,76.13,74.60000000000001,2841.97,695.1399999999999,0.0,2045.99,119.44,320.06,1572.74
user_11460,0.0,25.09,0.0,481.4600000000001,331.78000000000003,67.53,89.16000000000001,0.0,141.86,337.28999999999996,0.0,439.51000000000005,50.22,66.09,512.0200000000001
user_11461,0.0,0.0,29.87,3.74,83.36999999999999,0.0,0.0,0.0,0.0,0.0,0.0,149.33,0.0,0.0,0.0
user_11462,0.0,4.26,0.0,83.11000000000001,267.64000000000004,132.51,0.0,30.630000000000003,451.4999999999999,704.1700000000001,0.0,742.7300000000001,0.0,42.31,144.37
user_11463,0.0,0.0,0.0,230.67000000000004,170.83999999999997,8.49,0.0,22.49,67.49,49.949999999999996,0.0,217.47000000000003,0.0,624.7499999999999,819.02
user_11464,0.0,0.0,0.0,338.3,384.60999999999996,0.0,0.0,0.0,0.0,91.0,0.0,147.16,0.0,150.67000000000002,51.64
user_11465,0.0,8.0,69.53000000000002,592.6800000000001,583.9000000000002,72.54,0.0,0.0,15.81,31.98,0.0,240.17999999999995,0.0,101.30999999999999,122.91
user_11467,0.0,20.41,9.99,271.32,583.2100000000002,183.49000000000004,41.010000000000005,0.0,121.64000000000001,256.46000000000004,0.0,967.5099999999996,6.800000000000001,274.77000000000004,99.49000000000001
user_11468,0.0,13.55,0.0,84.96000000000001,1391.8099999999995,119.21000000000001,17.29,94.12,277.39000000000004,914.03,118.87,1786.8899999999996,0.0,61.040000000000006,241.34
user_11469,0.0,0.0,0.0,317.2,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0
user_1147,0.0,0.0,17.6,1516.3200000000002,736.5600000000002,325.8399999999999,4.26,26.77,393.24,897.15,0.0,544.8500000000001,0.0,485.3800000000001,71.25999999999999
user_11470,0.0,0.0,0.0,0.0,40.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_11471,0.0,28.15,0.0,136.63,121.78,0.0,0.0,0.0,0.0,20.0,0.0,200.87,0.0,33.059999999999995,433.17999999999995
user_11472,0.0,0.0,0.0,4.0,60.99999999999999,0.0,0.0,0.0,4.7,27.7,0.0,160.07000000000002,0.0,1.07,49.48
user_11473,0.0,16.59,0.0,0.0,234.36,541.56,0.0,0.0,0.0,51.06,0.0,278.6900000000001,27.22,0.0,72.33
user_11474,0.0,0.0,0.0,0.0,0.0,0.0,83.99000000000001,0.0,0.0,0.0,0.0,6.63,0.0,0.0,0.0
user_11475,0.0,22.52,100.14,160.97,339.03999999999996,6.19,84.95,0.0,14.440000000000001,251.98,0.0,547.1800000000001,0.0,116.19,0.0
user_11477,0.0,11.05,0.0,671.04,89.28999999999999,175.54,14.54,0.0,16.95,217.14999999999998,88.93,350.1,0.0,455.21,160.40000000000003
user_11478,0.0,11.92,0.0,1228.28,1269.9900000000002,86.52000000000001,0.0,0.0,40.0,2.61,31.49,17.87,0.0,38.3,155.48999999999998
user_11479,0.0,16.34,0.0,148.31,4.0,17.02,0.0,65.16,351.63,0.0,0.0,232.51000000000005,0.0,17.02,0.0
user_11480,0.0,0.0,0.0,179.04,182.83000000000004,177.76000000000002,11.88,0.0,74.12,230.26,0.0,618.1600000000001,0.0,505.4300000000001,242.73000000000002
user_11481,0.0,0.0,4.95,0.0,8.29,0.0,0.0,0.0,0.0,76.8,0.0,94.53,0.0,5.1,85.38
user_11484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77,0.0,20.64,3.96,0.0,0.0
user_11485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0
user_11486,0.0,0.0,0.0,289.65,24.450000000000003,0.0,0.0,2.0,0.0,72.59,0.0,13.580000000000002,0.0,0.0,0.0
user_11488,0.0,0.0,0.0,253.39000000000001,21.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_11489,0.0,111.55,0.0,0.0,414.26,84.62,0.0,0.0,992.0,398.48999999999995,0.0,423.4800000000001,0.0,2207.79,3247.7099999999996
user_1149,0.0,0.0,0.0,98.38,112.19999999999999,34.92,253.21999999999997,0.0,35.47,416.79,0.0,604.8400000000001,0.0,229.26999999999998,3.83
user_11490,0.0,25.400000000000002,0.0,928.49,267.35999999999996,120.63999999999999,3.18,160.99,3.19,62.47,0.0,1913.5400000000009,0.0,45.54,80.38
user_11493,0.0,0.0,0.0,1874.54,288.06999999999994,285.94,15.209999999999999,0.0,3.74,32.79,0.0,159.19,0.0,0.0,32.64
user_11494,0.0,0.0,0.0,173.0,0.0,43.72,0.0,0.0,0.0,0.0,0.0,24.42,0.0,0.0,87.36
user_11497,0.0,0.0,0.0,339.43,167.01999999999998,60.150000000000006,0.0,718.12,2.54,132.46,0.0,464.2899999999999,74.81,0.6,8.51
user_11499,0.0,33.08,0.0,101.16,128.76000000000002,13.62,3.43,0.0,1.2,57.93,0.0,132.29,0.0,9.4,0.0
user_115,0.0,0.0,0.0,124.53,39.18,0.0,91.69,15.3,0.0,0.0,0.0,1205.23,0.0,0.0,1122.37
user_1150,0.0,19.150000000000002,0.0,112.88,592.67,64.84,17.91,14.25,13.629999999999999,502.2800000000001,0.0,498.89,0.0,62.75,147.85000000000002
user_11500,0.0,222.83,0.0,1745.8000000000002,958.77,373.75000000000006,151.10999999999999,0.0,0.0,737.79,99.65,909.0699999999998,0.0,581.84,229.04000000000002
user_11501,0.0,0.0,0.0,82.88,111.05,5.11,27.99,0.0,3.87,42.35,0.0,47.75000000000001,0.0,14.55,99.64
user_11502,0.0,0.0,0.0,3.78,109.01,21.9,0.0,0.0,0.0,98.42999999999999,0.0,45.129999999999995,0.0,124.22000000000001,7.63
user_11504,0.0,28.71,0.0,61.61000000000001,296.49,277.65000000000003,42.73,17.01,16.21,84.41,36.31,466.9199999999999,0.0,123.27,150.82
user_11505,0.0,165.43,0.0,4973.25,1405.3300000000004,376.17,1278.1999999999996,335.55,601.36,1914.76,0.0,1811.8999999999999,121.03000000000002,153.81,4567.160000000001
user_11507,0.0,5.11,0.0,0.0,145.87,18.47,0.0,0.0,0.0,591.84,0.0,167.36,0.0,222.13000000000002,833.6600000000001
user_1151,0.0,46.480000000000004,16.65,1079.09,776.9699999999998,249.19,174.36,0.0,60.86000000000001,338.07,31.69,1157.59,2.72,222.44000000000003,21.84
user_11510,0.0,23.46,20.0,509.76,227.85999999999999,92.91999999999999,24.07,0.0,45.33,208.57999999999998,96.13,68.24,0.0,121.20000000000002,1081.74
user_11513,0.0,25.51,0.0,4989.15,227.97,42.55,0.0,48.31,21.36,883.6499999999999,0.0,220.60999999999999,0.0,23.02,18.0
user_11514,0.0,358.28999999999996,0.0,1960.12,1576.37,164.4,33.57,2733.9800000000005,334.47,1422.92,0.0,7364.160000000003,28.03,106.34,149.79
user_11515,0.0,0.0,0.0,463.03000000000003,286.2699999999999,43.769999999999996,75.83,0.0,79.62,26.69,0.0,86.03,0.0,17.03,579.42
user_11516,0.0,50.660000000000004,0.0,314.97,346.07999999999987,177.68,0.0,6.76,13.89,47.33,0.0,392.45,0.0,144.44999999999996,65.0
user_11518,0.0,0.0,0.0,0.0,22.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_11519,0.0,0.0,0.0,132.22,403.77,310.78000000000003,9.19,0.0,42.67,1619.18,0.0,237.66999999999996,0.0,223.89000000000004,390.53999999999996
user_1152,0.0,18.32,0.0,413.45000000000005,190.13,24.939999999999998,0.0,0.0,123.19,247.82999999999998,0.0,97.52000000000001,0.0,0.0,121.7
user_11520,0.0,380.05999999999995,0.0,141.12,115.82000000000001,33.42,0.0,0.0,148.83999999999997,227.95,163.0,234.06,0.0,52.709999999999994,0.0
user_11523,0.0,180.55,0.0,25.82,709.38,180.96,15.989999999999998,201.04,378.99,48.58,0.0,323.72,3.06,286.32,87.65
user_11524,0.0,126.86000000000001,0.0,25.06,217.07000000000002,120.03999999999999,0.0,0.0,285.85,0.0,0.0,302.61,0.0,0.0,0.0
user_11527,0.0,0.0,0.0,1084.6,94.22,18.46,5.81,0.0,49.61,39.059999999999995,0.0,39.150000000000006,0.0,138.96,341.95000000000005
user_11528,0.0,0.0,0.0,21.25,53.35,16.45,0.0,0.0,0.0,964.0699999999998,0.0,281.29999999999995,0.0,0.0,0.0
user_1153,0.0,0.0,0.0,0.0,466.26,0.0,36.59,0.0,186.18,374.96999999999997,0.0,427.25999999999993,0.0,4.55,0.0
user_11530,0.0,0.0,0.0,18.299999999999997,337.6099999999999,5.06,3.8999999999999995,0.0,50.25999999999999,134.23,0.0,180.64000000000001,0.0,18.96,220.60999999999999
user_11531,0.0,0.0,0.0,314.89000000000004,49.059999999999995,0.0,0.0,135.29,0.0,209.12,0.0,47.3,26.82,0.0,0.0
user_11532,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,160.03,0.0,22.759999999999998,0.0,0.0,0.0
user_11533,0.0,0.0,0.0,163.19,115.58000000000001,260.66,10.11,0.0,36.1,65.57,0.0,60.04,0.0,0.0,0.0
user_11535,18.72,58.59,0.0,23.83,949.3999999999996,480.39000000000004,26.97,3.4,52.35,169.02000000000004,0.0,994.0399999999996,4.26,375.71,176.27
user_11537,0.0,0.0,0.0,440.49,1647.8300000000002,169.54999999999998,162.34000000000003,17.95,1158.5000000000002,148.64000000000001,0.0,1247.2899999999993,44.85000000000001,355.34000000000003,979.75
user_11538,0.0,0.0,6.38,147.64999999999998,319.34,38.18,13.590000000000002,11.45,53.58,579.5500000000001,0.0,210.79000000000002,0.0,149.32000000000002,0.0
user_11539,0.0,565.51,0.0,80.96000000000001,24.200000000000003,150.1,49.61,329.28,22.95,228.39,1159.59,21.52,0.0,3.63,0.0
user_1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0700000000000003,0.0,40.24,0.0,0.0,0.0
user_11540,0.0,3.56,0.0,33.97,272.02,109.41,47.690000000000005,0.0,2.97,331.2299999999999,0.0,201.92000000000004,0.0,328.39,55.72
user_11546,0.0,0.0,0.0,222.14,829.17,107.29999999999998,4.42,45.12,23.12,46.79,0.0,509.8,0.0,14.61,324.3900000000001
user_11547,0.0,37.21,0.0,664.85,647.2800000000001,773.93,0.0,0.0,0.0,534.09,0.0,631.8300000000003,0.0,85.52,510.02
user_11549,0.0,0.0,25.4,137.41,232.12999999999997,77.4,36.019999999999996,16.299999999999997,92.02,117.47,0.0,583.8700000000001,0.0,35.8,12.7
user_1155,0.0,0.0,0.0,417.9700000000001,239.86999999999998,23.62,0.0,0.0,0.0,25.35,0.0,2.82,18.49,116.66,350.0
user_11550,0.0,0.0,0.0,610.8299999999999,325.63999999999993,0.0,0.0,0.0,0.0,20.01,0.0,24.68,0.0,2.64,395.21999999999997
user_11551,0.0,0.0,0.0,85.11,0.0,27.66,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0
user_11553,0.0,58.72,10.21,362.98,97.73,24.689999999999998,7.19,10.64,64.78999999999999,132.02,0.0,229.46,10.21,123.66,0.0
user_11554,3.82,54.25,2.55,185.35999999999999,316.83000000000004,122.50999999999999,9.91,33.96,87.72999999999999,443.94,0.0,67.97,37.03,64.62,137.10999999999999
user_11555,0.0,0.0,0.0,0.0,14.51,5.97,0.0,0.0,1.31,8.92,0.0,30.929999999999996,0.0,0.0,0.0
user_11556,0.0,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_11557,0.0,0.0,0.0,151.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,19.13,0.0
user_11559,16.66,686.7,0.0,790.77,1764.2600000000004,804.0800000000002,0.0,114.27000000000001,176.63,618.17,0.0,1629.4400000000005,52.7,961.8,1403.81
user_1156,0.0,5.64,0.0,730.79,459.96000000000004,215.78,19.95,0.0,1.99,1412.5499999999997,0.0,237.35000000000008,0.0,81.96000000000001,10.44
user_11561,37.95,113.19999999999999,0.0,34.34,221.03999999999996,30.04,0.0,0.0,64.26,183.85000000000002,0.0,182.93999999999997,0.99,101.71,279.2
user_11562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
user_11563,0.0,69.30999999999999,0.0,178.72,368.0,59.28,105.98000000000002,668.5600000000001,302.0300000000001,423.25,0.0,319.6099999999999,32.98,145.49,0.0
user_11564,0.0,4.97,0.0,687.3399999999999,52.10999999999999,0.0,113.33000000000001,22.59,13.16,20.240000000000002,0.0,261.47,0.0,22.35,235.82
user_11565,4.0,86.47999999999999,0.0,1013.6899999999999,1952.2799999999997,523.54,19.05,18.0,681.02,655.0900000000001,173.25,1741.4100000000012,0.0,386.2899999999999,139.59
user_11566,0.0,52.56999999999999,0.0,154.63,68.44,0.0,0.0,4.26,0.0,24.33,0.0,84.87000000000002,4.57,32.9,117.15
user_11567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.49,0.0,62.29,0.0,0.0,0.0
user_11568,0.0,114.63999999999999,22.0,922.8099999999996,505.50999999999993,276.32,23.900000000000002,88.50999999999999,69.49000000000001,645.78,0.0,1580.8299999999995,289.47,69.14,257.33
user_11569,0.0,77.42,0.0,0.0,17.4,0.0,0.0,0.0,398.35,622.73,0.0,24.990000000000002,0.0,31.88,0.0
user_1157,0.0,38.58,0.0,67.41,568.44,553.05,119.33,2.5,165.0,375.96,0.0,147.2,0.0,73.86999999999999,274.25
user_11570,0.0,11.69,2650.08,29.73,234.22000000000003,8.51,0.0,0.0,39.39,10.69,0.0,644.0799999999998,0.0,144.46,70.39999999999999
user_11571,0.0,0.0,0.0,17.02,23.82,0.0,34.68,0.0,0.0,59.57,0.0,0.0,0.0,2.81,202.93
user_11572,0.0,0.0,5.0,45.53,118.64999999999999,0.0,7.84,0.0,0.0,39.0,0.0,50.330000000000005,0.0,86.73,222.62
user_11573,0.0,3.47,0.0,16.23,32.84,0.0,43.77,0.0,4.21,95.77999999999999,0.0,4.970000000000001,0.0,183.87,607.19
user_11574,0.0,0.0,0.0,17.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2535.2100000000005
user_11575,0.0,13.28,0.0,0.0,209.79,49.11,15.24,30.68,47.03,61.379999999999995,0.0,201.45,4.25,28.619999999999997,0.0
user_11576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66,0.0,20.02,0.0,3.57,0.0
user_11577,0.0,0.0,0.0,86.81,207.82999999999998,29.37,59.58,0.0,0.0,11.06,0.0,40.43,0.0,26.799999999999997,69.67
user_11579,0.0,25.18,0.0,425.53,982.6799999999997,47.230000000000004,20.990000000000002,63.5,76.41,118.05,1.96,741.22,63.5,84.40000000000002,329.88
user_1158,0.0,0.0,0.0,56.16,120.66999999999999,0.0,0.0,47.510000000000005,2.48,27.29,0.0,122.47,0.0,67.67,52.79
user_11580,0.0,0.0,0.0,209.42,0.0,0.0,13.89,0.0,2.98,0.0,0.0,5.21,0.0,0.0,0.0
user_11582,0.0,0.0,0.0,17.83,2.6,0.0,1.45,0.0,179.43,0.0,0.0,87.2,0.0,0.0,0.0
user_11583,0.0,0.0,0.0,16.21,0.0,0.0,0.0,0.0,43.230000000000004,0.0,0.0,0.0,0.0,4.26,0.0
user_11585,0.0,0.0,0.0,0.0,59.1,21.13,0.0,0.0,0.0,0.0,0.0,28.189999999999998,0.0,92.53999999999999,9.35
user_11587,0.0,0.0,0.0,0.0,22.81,48.5,0.0,0.0,43.519999999999996,19.93,0.0,38.63,0.0,0.0,839.1100000000001
user_11588,49.94,0.0,0.0,0.0,25.8,26.0,0.0,0.0,4.0,62.46,0.0,8.4,0.0,21.4,0.0
user_1159,10.4,67.15,0.0,295.61,1124.989999999999,114.05000000000001,360.09999999999997,0.0,258.34000000000003,795.1300000000001,0.0,1002.5000000000002,0.0,317.13,1045.43
user_11590,0.0,0.0,0.0,51.980000000000004,0.0,0.0,0.0,2.13,0.0,0.0,0.0,3.9,0.0,0.0,0.0
user_11591,0.0,90.42999999999999,0.95,180.90999999999997,212.67000000000004,148.35000000000002,43.28,130.64,10.45,606.0,47.44,389.08000000000015,18.950000000000003,0.0,196.85999999999999
user_11592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0
user_11594,6.83,25.43,0.0,860.2399999999999,336.59999999999997,0.0,97.69,17.19,60.83,281.75,0.0,232.61,0.0,24.229999999999997,101.14
user_11595,0.0,0.0,0.0,4.45,168.98999999999995,115.11999999999999,0.0,0.0,0.0,0.0,0.0,77.08999999999997,0.0,1.5,46.91
user_11596,0.0,0.0,0.0,0.0,254.84999999999997,0.0,0.0,0.0,10.94,0.0,7.61,72.01,0.0,23.0,15.86
user_11598,0.0,0.0,0.0,230.95999999999998,6.7,0.0,0.0,0.0,0.0,20.71,0.0,102.50999999999999,0.0,0.0,0.0
user_11599,0.0,0.0,0.0,0.0,0.0,0.72,8.15,0.0,9.860000000000001,6.26,0.0,4.04,0.0,0.0,0.0
user_116,0.0,3240.6899999999996,0.0,0.0,0.0,20455.21999999999,0.0,0.0,0.0,0.0,0.0,1852.36,0.0,0.0,0.0
user_1160,0.0,143.42,0.0,2177.16,1217.7,180.28000000000003,0.0,0.0,73.35,131.29,0.0,629.16,0.0,669.3500000000003,1975.2800000000002
user_11601,42.51,94.84,0.0,239.11,468.12000000000006,76.72999999999999,21.22,0.0,22.77,57.35,0.0,45.269999999999996,0.0,190.04999999999998,102.47
user_11603,46.37,511.86999999999995,50.18,403.56,1641.3800000000003,187.94,196.98,184.63,32.04,1218.0800000000002,0.0,2550.17,42.64,643.07,451.73999999999995
user_11604,0.0,8.51,0.0,61.7,198.73000000000002,34.980000000000004,0.0,0.0,0.0,54.140000000000015,4.49,107.02000000000001,0.0,27.490000000000002,743.84
user_11605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.97,0.0,3.06,0.0,0.0,0.0
user_11606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74,0.0,30.009999999999998,0.0,0.0,0.0
user_11607,0.0,15.66,0.0,64.66,720.1200000000001,34.75,120.30000000000001,42.29,202.31,397.25000000000006,0.0,1229.5400000000002,7.66,243.38,401.98
user_11608,0.0,0.0,0.0,34.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_11609,0.0,0.0,0.0,0.0,82.64,13.62,4.21,0.0,0.0,42.51,0.0,340.21000000000004,0.0,0.0,61.87
user_1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0
user_11610,0.0,0.0,0.0,0.0,0.0,0.0,22.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_11612,0.0,10.24,0.0,237.79000000000002,88.89,8.59,62.739999999999995,0.0,4.4,26.82,0.0,14.82,0.0,138.66,629.1899999999999
user_11613,0.0,11.5,1.43,401.18,198.9,61.199999999999996,44.339999999999996,0.0,55.220000000000006,364.55999999999995,0.0,641.2299999999998,0.0,206.81,250.31
user_11614,0.0,0.0,0.0,0.0,88.70999999999998,4.67,0.0,15.32,25.53,0.0,0.0,27.939999999999998,0.0,0.0,0.0
user_11615,0.0,0.0,0.0,24.38,61.02000000000001,5.96,0.0,0.0,2.91,0.0,0.0,31.9,0.0,5.470000000000001,3.83
user_11616,0.0,0.0,13.36,85.10000000000001,61.160000000000004,68.43,50.77,0.0,28.34,81.47,0.0,225.2,0.0,12.77,0.0
user_11617,0.0,0.0,0.0,0.0,30.04,0.0,0.0,0.0,0.0,0.0,0.0,21.520000000000003,8.9,0.0,0.0
user_11618,0.0,0.0,0.0,18.29,613.04,119.60000000000001,46.4,0.0,3.44,120.56,3.28,426.31,27.45,296.65999999999997,19.57
user_11619,0.0,0.0,0.0,0.0,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_1162,0.0,19.69,0.0,0.0,25.509999999999998,15.75,5.1899999999999995,0.0,24.89,0.0,0.0,0.0,0.0,0.0,0.0
user_11620,0.0,95.99,5.32,411.32000000000005,653.16,592.99,0.0,5.96,0.0,59.21,282.55,41.02,0.0,28.9,224.14
user_11621,0.0,0.0,0.0,40.0,1098.3300000000002,5.8,30.93,0.0,21.19,252.94,0.0,127.08,0.0,130.01,442.98
user_11622,0.0,0.0,0.0,270.32000000000005,196.71999999999997,27.08,0.0,0.0,58.05,23.939999999999998,0.0,58.65,0.0,29.710000000000004,180.91
user_11623,0.0,69.53999999999999,0.0,435.94999999999993,96.66999999999999,56.17,2.01,0.0,37.45,7.62,0.0,265.16,4.26,45.410000000000004,37.0
user_11624,0.0,34.17,0.0,0.0,38.14,0.0,0.0,0.0,111.42,120.0,0.0,20.85,0.0,17.43,0.0
user_11625,0.0,164.08999999999997,0.0,748.43,1374.5,607.4800000000004,59.230000000000004,21.28,405.86999999999995,298.38000000000005,0.0,1559.3600000000006,0.0,73.82,1397.5000000000002
user_11626,0.0,0.0,0.0,113.76,65.38999999999999,80.39999999999999,39.7,20.0,0.0,0.0,0.0,139.43,0.0,34.1,39.47
