user_id,charity,culture,education,flat fee,food,fun,health,house,other,shopping,sports,supermarket,tech,transportation,travel
user_12684,0,10,4,8,48,5,2,1,2,30,0,59,0,3,20
user_12685,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
user_12686,1,0,0,6,7,1,0,0,8,2,0,1,0,0,0
user_12688,0,0,0,0,7,0,0,0,1,1,0,1,0,12,0
user_12689,0,0,0,7,0,2,0,0,0,1,0,4,0,1,4
user_1269,1,3,0,10,52,7,0,0,2,5,2,21,0,5,3
user_12690,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
user_12691,0,1,0,4,17,2,3,0,6,12,0,24,0,2,4
user_12692,0,0,0,6,5,0,0,0,1,0,0,2,0,1,5
user_12693,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
user_12694,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
user_12695,0,2,0,14,12,4,1,0,8,9,0,25,4,9,6
user_12696,0,1,0,6,21,2,0,2,2,15,0,12,0,4,3
user_12697,0,0,0,4,4,0,1,0,0,2,0,5,0,4,2
user_12698,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1
user_12699,0,0,0,7,18,1,17,6,2,8,0,29,0,19,3
user_127,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0
user_1270,0,2,1,3,16,4,1,1,1,7,1,5,0,7,17
user_12700,0,2,0,3,21,3,4,1,10,22,0,22,1,14,6
user_12701,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
user_12703,0,5,0,1,25,7,0,1,7,3,0,6,3,20,7
user_12704,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2
user_12705,0,11,1,17,30,1,12,1,14,10,0,38,0,46,0
user_12706,0,0,1,0,76,17,0,0,0,0,0,22,0,2,0
user_12709,0,2,0,2,20,5,0,1,5,2,0,8,0,10,20
user_1271,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
user_12710,0,0,0,10,0,7,0,0,21,6,0,18,7,0,0
user_12711,0,0,0,7,1,0,0,1,1,2,1,11,0,3,1
user_12712,0,32,0,25,92,45,11,2,6,8,3,101,5,6,9
user_12713,0,0,0,1,21,7,1,0,0,0,0,4,0,0,0
user_12714,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
user_12715,0,2,0,6,44,9,4,0,5,9,0,95,0,3,1
user_12716,0,0,0,2,9,1,1,2,0,6,0,6,0,8,2
user_12717,0,4,0,1,0,0,0,0,3,3,0,2,0,0,0
user_12718,0,0,0,9,1,1,1,0,1,3,0,4,2,0,1
user_1272,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0
user_12720,1,5,0,2,35,2,10,0,7,26,1,25,0,7,4
user_12721,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
user_12723,0,0,0,8,3,2,0,3,8,2,0,2,0,17,2
user_12724,0,5,0,4,22,2,2,4,3,6,0,9,0,1,2
user_12725,0,0,0,4,11,2,6,1,3,10,0,11,0,10,0
user_12726,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
user_12727,0,0,0,0,2,0,0,0,0,6,0,4,0,4,0
user_12728,1,3,1,11,23,17,5,3,17,15,0,45,4,1,8
user_12729,2,0,0,3,30,8,1,0,1,4,0,6,0,5,0
user_1273,0,0,0,2,3,0,5,0,3,2,0,9,2,4,0
user_12730,0,0,0,3,13,4,0,1,8,18,2,29,1,3,2
user_12731,0,1,0,5,8,0,0,0,0,3,0,2,0,0,1
user_12732,0,1,0,18,10,2,2,8,2,1,1,23,0,0,0
user_12733,0,0,0,42,0,0,1,0,4,0,0,6,0,0,0
user_12734,0,2,0,9,24,6,0,0,3,9,1,5,0,8,3
user_12736,0,9,3,21,117,7,1,0,7,13,0,98,0,69,15
user_12737,0,0,0,0,18,2,0,0,0,2,0,9,0,3,3
user_12738,0,0,0,0,5,0,0,0,0,2,0,1,0,0,3
user_12739,0,1,0,0,1,0,0,0,1,1,0,2,0,1,0
user_12740,0,2,0,15,40,1,1,1,4,3,0,13,2,27,6
user_12741,0,5,0,8,42,13,1,4,5,7,3,16,0,3,7
user_12742,0,6,0,22,40,10,3,0,2,10,0,24,0,7,6
user_12743,0,1,0,11,11,3,0,1,1,2,0,12,0,7,8
user_12745,0,0,2,0,7,0,0,0,0,0,0,11,0,5,0
user_12746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
user_12747,0,3,0,33,159,31,1,7,4,7,0,93,1,12,16
user_12748,0,2,0,0,63,3,1,2,2,2,0,18,0,5,0
user_12749,0,0,0,9,77,31,8,1,9,12,1,35,0,13,15
user_1275,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
user_12750,0,0,0,1,29,1,0,0,0,0,0,3,0,0,0
user_12753,0,0,0,1,7,0,1,0,0,3,0,3,0,3,1
user_12754,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0
user_12756,0,4,1,5,4,1,0,2,1,2,0,7,1,11,2
user_12757,0,3,0,1,11,2,0,0,1,3,0,6,1,7,0
user_12758,0,3,5,30,233,19,32,3,63,28,4,160,0,53,7
user_12759,0,0,0,1,1,1,0,0,0,2,1,13,0,2,0
user_1276,0,0,0,2,5,0,0,0,0,0,0,0,0,0,4
user_12761,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
user_12762,0,0,2,2,7,3,0,0,3,2,0,2,0,0,1
user_12764,0,0,1,4,1,0,0,0,0,3,0,6,0,0,0
user_12765,0,1,0,2,2,1,4,0,0,8,0,3,0,3,1
user_12767,0,0,0,18,1,4,0,0,7,2,0,4,2,1,0
user_12768,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
user_12769,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
user_1277,0,1,0,4,12,2,3,1,3,2,0,3,0,2,0
user_12770,0,1,0,0,7,2,4,2,4,1,0,16,1,1,0
user_12771,0,2,0,37,93,59,8,15,9,14,1,164,0,1,5
user_12773,0,0,1,1,13,4,0,0,6,1,4,4,1,43,1
user_12774,0,2,0,3,31,33,0,1,2,0,2,22,0,9,3
user_12776,0,0,3,23,71,2,0,1,1,5,0,86,0,17,4
user_12777,0,0,0,2,15,1,0,0,1,3,0,1,0,0,6
user_12778,0,1,1,5,18,4,2,0,0,6,0,2,0,11,7
user_12779,0,0,0,0,18,3,0,0,2,4,0,5,0,3,4
user_1278,0,1,0,3,13,1,0,0,0,1,0,1,0,1,11
user_12780,0,0,0,1,0,0,0,0,1,0,0,2,0,1,3
user_12781,0,0,0,30,10,0,5,3,0,5,0,41,0,4,0
user_12783,0,0,0,0,2,1,1,1,0,3,0,26,0,0,0
user_12784,0,0,0,4,23,0,2,1,3,5,0,6,0,3,7
user_12785,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0
user_12786,0,0,0,0,22,5,1,0,4,8,0,28,0,1,1
user_12788,1,6,0,5,95,17,4,2,4,2,0,83,0,3,4
user_12789,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
user_12790,0,1,0,14,9,1,0,0,8,2,0,16,0,29,0
user_12791,0,1,0,2,2,0,1,0,1,2,0,18,0,0,0
user_12792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
user_12793,0,2,0,7,9,1,0,2,0,7,0,4,0,1,0
user_12794,0,2,4,15,10,0,3,7,2,5,1,31,0,1,1
user_12795,0,5,0,4,23,2,0,1,6,8,0,10,0,3,5
user_12797,1,8,2,2,20,0,0,0,2,3,0,13,2,26,0
user_128,0,0,0,3,35,0,1,2,5,7,0,23,0,6,19
user_12800,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
user_12801,0,6,4,5,174,59,8,16,4,48,1,145,0,20,11
user_12802,0,0,0,81,22,0,12,1,1,24,0,83,0,9,5
user_12803,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
user_12804,0,2,0,2,7,0,1,1,3,9,0,20,0,4,2
user_12805,0,3,0,2,6,0,1,0,2,0,0,3,3,11,4
user_12806,0,0,0,2,6,6,0,0,0,0,0,5,0,1,0
user_12807,0,2,0,7,14,0,0,5,2,0,0,8,0,0,1
user_12808,0,0,0,1,22,3,4,0,3,24,0,62,0,8,4
user_12809,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
user_1281,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0
user_12810,0,0,0,0,1,0,0,0,1,3,0,43,0,4,0
user_12811,0,6,0,47,74,68,3,0,3,8,2,74,0,10,16
user_12812,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
user_12813,0,0,0,10,4,1,0,4,6,0,2,4,0,6,1
user_12814,0,6,0,15,19,4,5,22,22,13,0,107,10,15,3
user_12815,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
user_12817,0,2,0,1,17,1,0,0,0,2,0,4,0,7,4
user_12819,0,1,0,5,3,0,0,0,0,5,0,21,0,16,0
user_12820,0,0,0,0,6,4,7,1,1,7,0,9,0,5,6
user_12821,0,0,0,2,2,0,0,0,0,0,0,0,0,1,3
user_12822,0,9,1,3,39,35,2,3,11,17,0,29,0,12,12
user_12823,0,0,0,11,1,0,0,1,0,2,0,2,0,7,0
user_12824,0,0,0,6,4,1,0,0,0,0,0,2,0,2,4
user_12825,0,0,0,11,13,3,0,0,2,7,2,3,0,6,2
user_12826,0,0,0,1,18,0,1,0,2,8,0,15,1,1,4
user_12827,0,0,1,2,0,1,3,15,3,4,0,27,17,0,0
user_12828,0,3,0,0,58,3,9,3,3,13,0,79,1,45,1
user_12829,0,3,0,9,26,3,0,1,14,2,0,62,0,6,4
user_1283,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
user_12830,0,0,0,0,14,0,0,0,3,3,0,8,4,8,4
user_12831,0,0,0,0,4,0,0,0,0,2,0,5,0,1,0
user_12832,1,0,0,1,40,6,3,1,4,13,0,19,1,10,2
user_12833,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0
user_12834,0,0,0,39,19,100,0,1,5,7,1,25,0,32,0
user_12835,0,7,2,3,60,4,4,2,8,24,0,50,0,13,8
user_12836,0,3,0,6,34,1,1,0,5,14,1,15,1,1,0
user_12837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
user_12839,0,0,0,5,7,0,2,1,6,5,0,12,0,0,2
user_1284,0,2,0,12,88,10,20,4,6,17,0,206,0,30,2
user_12840,0,0,0,7,27,2,2,2,0,4,0,17,3,1,0
user_12842,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
user_12843,0,1,0,34,62,14,3,0,1,3,0,133,3,7,1
user_12846,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
user_12847,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
user_12848,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0
user_12849,0,1,0,3,14,4,0,0,2,1,0,1,0,15,0
user_1285,1,4,0,2,97,52,17,0,13,56,0,292,3,3,21
user_12850,0,0,0,39,2,1,0,0,4,0,0,5,0,2,11
user_12851,0,0,0,3,6,3,7,1,1,10,0,41,0,6,1
user_12852,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
user_12854,1,0,0,2,30,1,0,1,1,3,0,6,0,0,0
user_12855,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0
user_12857,0,0,11,2,38,20,5,3,6,8,1,81,1,24,3
user_12858,0,9,0,17,147,10,2,0,2,8,1,40,2,132,41
user_12859,0,2,0,19,28,1,4,6,5,12,0,80,4,6,2
user_1286,0,1,0,0,14,0,1,0,2,2,0,9,0,53,0
user_12860,0,2,2,4,19,6,4,3,7,3,0,17,0,6,7
user_12861,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
user_12862,0,10,4,20,214,8,9,4,18,31,0,307,8,52,9
user_12863,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0
user_12864,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0
user_12865,0,2,0,24,17,1,1,0,2,3,0,7,0,3,3
user_12866,0,0,0,1,8,5,10,23,0,15,1,45,10,0,3
user_12867,0,0,0,11,23,0,8,1,9,13,0,37,0,7,5
user_12868,0,0,0,25,138,2,2,2,11,4,2,124,0,59,1
user_12871,0,0,0,0,4,0,0,0,0,2,0,0,0,1,2
user_12872,0,0,0,3,17,0,0,1,0,0,0,4,0,0,0
user_12873,1,0,1,42,28,10,0,2,0,3,0,6,0,0,6
user_12874,0,0,0,0,11,0,0,0,0,5,0,1,0,1,0
user_12875,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
user_12877,0,1,0,4,23,4,2,0,6,2,1,16,0,21,3
user_12878,0,0,0,0,0,234,0,0,12,7,0,1,1,0,0
user_12881,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0
user_12882,0,0,0,0,4,17,0,1,0,3,1,1,0,0,0
user_12883,0,0,0,2,15,2,1,0,0,2,0,3,0,2,1
user_12884,0,11,0,5,107,48,3,11,4,14,4,88,2,42,36
user_12885,0,0,0,2,10,2,0,0,2,1,0,2,0,6,0
user_12887,0,0,0,1,11,3,0,2,2,0,0,7,0,0,0
user_12888,0,0,0,3,0,2,0,0,0,0,0,6,0,0,0
user_1289,0,0,0,0,23,1,1,0,0,4,0,30,0,1,0
user_12890,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0
user_12891,0,0,0,7,14,11,2,0,1,2,0,10,0,5,2
user_12892,0,0,0,0,9,3,0,0,1,3,0,10,0,7,5
user_12893,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0
user_12894,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
user_12896,0,2,0,17,7,0,2,0,0,3,0,1,1,50,2
user_12897,0,2,2,19,90,4,8,7,6,24,0,79,0,7,3
user_12898,0,3,0,4,5,0,0,0,3,1,0,5,0,0,0
user_129,0,0,0,3,10,7,1,0,0,1,0,8,0,0,0
user_1290,0,0,0,10,27,6,15,4,1,11,0,51,0,5,3
user_12900,0,0,0,0,3,2,2,0,0,3,0,4,0,0,0
user_12902,0,5,0,12,28,6,2,3,15,25,0,9,3,0,0
user_12903,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0
user_12904,0,1,0,2,19,4,0,0,1,2,0,5,0,9,0
user_12905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
user_12906,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0
user_12907,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
user_12909,0,1,0,5,15,1,0,0,1,13,0,12,1,6,4
user_12910,0,4,0,21,33,1,0,2,7,9,0,16,0,24,3
user_12911,4,0,0,3,172,11,0,1,3,21,1,48,0,22,1
user_12912,1,8,0,17,126,37,11,2,11,10,2,36,1,49,28
user_12913,0,0,0,4,0,0,0,2,1,0,0,8,0,0,0
user_12914,0,1,1,23,38,6,1,0,1,10,2,10,1,1,0
user_12915,0,10,0,10,12,10,4,3,15,23,0,36,2,12,21
user_12916,0,0,0,2,31,2,5,0,4,2,0,14,0,2,7
user_12917,0,0,0,2,9,4,1,8,7,7,1,4,0,5,5
user_12918,0,0,0,2,11,2,4,2,1,6,0,46,3,1,0
user_12919,0,0,0,1,2,4,0,0,3,1,0,3,1,0,0
user_1292,0,3,0,5,16,0,5,2,1,18,0,20,0,0,2
user_12922,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0
user_12925,0,3,0,1,21,11,6,3,4,16,0,21,3,3,9
user_12926,0,3,0,12,45,12,2,0,4,6,0,19,0,18,6
user_12927,0,1,0,4,15,6,5,4,1,16,0,62,0,5,5
user_12928,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
user_12929,0,0,1,10,2,0,0,2,0,1,0,11,0,2,0
user_1293,0,0,0,0,6,0,0,0,1,0,0,2,0,3,0
user_12930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
user_12932,0,0,0,1,25,0,0,0,1,0,0,101,0,2,0
user_12934,0,0,0,2,8,4,3,1,1,10,0,0,0,0,1
user_12935,0,1,2,0,11,0,0,0,4,0,2,24,1,15,1
user_12937,0,0,0,35,1,1,0,0,0,1,0,3,0,0,0
user_12939,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0
user_1294,0,1,0,5,3,0,0,0,2,14,1,6,0,0,0
user_12940,0,0,1,46,63,7,1,1,1,11,0,37,0,40,3
user_12942,0,8,0,11,31,8,0,3,4,33,0,48,4,16,8
user_12943,0,0,0,8,41,0,3,0,8,3,0,12,0,0,1
user_12944,0,0,0,1,0,7,0,0,0,5,0,0,0,0,0
user_12945,0,0,0,10,30,1,0,0,2,3,0,21,0,4,4
user_12946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
user_12947,0,1,0,3,24,4,4,0,4,7,0,57,0,1,12
user_12948,0,0,0,6,11,0,0,2,1,0,0,24,0,1,0
user_1295,2,2,0,2,1,1,0,0,0,1,0,9,0,1,1
user_12950,0,0,0,4,16,3,1,0,2,3,2,36,0,1,5
user_12951,0,0,0,10,12,0,0,0,1,5,0,15,0,1,6
user_12952,0,0,0,4,19,0,0,0,1,0,0,3,0,10,2
user_12953,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
user_12954,0,7,0,26,54,9,5,3,3,4,0,31,3,42,15
user_12956,0,0,0,2,5,2,0,0,1,5,0,7,0,1,1
user_12958,0,1,0,13,18,2,2,2,0,10,0,10,1,0,0
user_12959,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
user_1296,0,1,0,1,23,5,1,0,2,0,0,11,0,14,0
user_12960,0,0,0,7,2,0,0,0,0,0,0,1,0,0,5
user_12961,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
user_12963,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0
user_12965,0,2,0,2,24,3,1,2,2,3,0,12,0,15,12
user_12966,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
user_12967,0,1,0,4,23,4,1,1,6,12,1,20,0,26,9
user_12968,0,2,1,1,34,17,0,8,2,12,0,38,0,8,2
user_12969,0,1,0,0,10,0,0,0,0,3,0,10,0,9,0
user_12971,0,0,0,1,0,0,1,0,1,25,3,12,0,0,0
user_12972,0,5,3,25,456,242,6,0,6,9,0,125,0,35,36
user_12975,0,2,0,0,9,1,0,0,1,1,0,3,0,3,0
user_12977,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
user_12979,0,2,0,4,64,18,23,4,71,17,0,314,5,70,15
user_1298,0,3,0,0,6,2,1,0,1,8,0,2,0,0,0
user_12981,0,0,0,0,2,0,0,0,0,0,0,0,0,11,2
user_12982,0,2,0,2,15,1,0,0,5,4,0,21,0,5,19
user_12983,0,0,0,9,23,15,2,2,6,10,0,30,0,1,18
user_12984,2,5,0,13,27,2,1,2,4,16,0,125,5,11,8
user_12985,0,3,1,14,61,55,1,0,0,3,0,70,0,27,3
user_12987,0,1,0,4,36,5,10,9,4,26,1,36,0,7,9
user_12988,0,0,0,2,4,0,0,1,0,3,0,1,0,0,0
user_1299,0,0,0,0,5,0,0,1,0,2,0,0,0,5,2
user_12990,0,6,5,2,21,1,1,1,3,3,0,26,0,1,2
user_12991,0,0,0,3,56,8,0,0,3,0,0,26,0,29,3
user_12992,0,0,0,2,31,1,5,0,1,11,0,10,0,6,4
user_12994,0,0,0,10,0,0,1,0,1,1,0,12,0,0,0
user_12995,0,0,0,2,2,0,0,0,1,1,0,1,0,0,0
user_12996,0,0,0,0,0,0,14,0,0,0,0,40,0,0,0
user_12997,0,1,0,24,20,10,3,9,1,33,1,79,3,0,4
user_13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
user_130,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
user_1300,0,1,0,7,13,0,0,0,12,3,0,15,0,2,5
user_13000,0,0,0,6,3,7,3,0,3,6,0,3,0,0,0
user_13001,0,0,0,34,11,0,0,0,1,0,0,0,0,6,8
user_13003,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1
user_13004,0,0,0,9,2,0,1,1,1,1,0,15,0,6,6
user_13005,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
user_13007,0,0,0,8,13,1,3,0,3,16,0,19,0,2,7
user_13008,0,4,0,3,3,1,3,4,1,8,1,35,0,0,0
user_13009,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
user_1301,0,2,0,4,11,7,1,4,6,7,0,18,4,32,8
user_13011,0,0,0,1,3,0,0,0,0,0,0,2,0,2,1
user_13012,0,0,0,1,0,0,0,0,0,1,0,2,1,2,1
user_13013,0,3,2,24,110,26,14,2,7,11,2,36,0,22,48
user_13016,0,0,0,0,7,3,3,3,2,8,0,22,0,2,5
user_13017,0,0,0,4,4,0,0,0,1,1,0,2,0,1,0
user_13018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
user_13019,0,0,0,5,35,4,4,2,4,24,0,18,1,7,9
user_1302,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
user_13021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
user_13022,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2
user_13023,0,4,2,0,0,0,0,0,3,8,1,5,0,30,2
user_13024,2,0,0,10,32,27,1,0,3,5,1,51,1,22,6
user_13026,0,0,0,7,8,62,0,1,27,5,0,4,0,29,0
user_13027,0,0,0,4,6,0,0,1,0,10,0,5,0,1,0
user_13028,0,1,0,2,20,2,0,0,0,4,1,12,0,5,2
user_13029,0,42,0,18,17,11,1,2,1,14,0,48,0,10,2
user_1303,0,0,0,0,4,0,0,0,0,1,0,5,0,2,1
user_13032,0,3,1,0,5,3,0,1,3,4,0,6,1,2,2
user_13033,0,1,0,2,1,0,0,3,0,4,0,8,1,0,5
user_13034,0,0,0,11,21,2,0,1,0,1,0,14,0,8,1
user_13036,0,0,0,9,7,2,1,0,0,1,0,0,0,0,5
user_13037,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0
user_13040,0,0,0,17,31,6,3,0,2,4,0,11,0,10,1
user_13041,0,1,0,9,20,1,0,0,0,0,0,3,0,5,9
user_13042,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0
user_13043,0,0,1,0,3,0,1,0,0,4,0,0,0,0,0
user_13044,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
user_13045,0,2,0,11,102,3,21,0,10,46,3,62,0,27,43
user_13046,0,1,0,8,6,1,0,0,1,5,0,0,0,0,3
user_13047,0,0,0,6,17,0,2,0,0,1,0,14,0,3,0
user_13049,0,0,0,13,18,5,0,3,1,0,0,38,0,1,2
user_1305,0,0,0,0,7,2,2,1,0,3,0,16,0,0,0
user_13050,0,1,1,3,19,1,0,2,3,10,0,7,0,0,3
user_13052,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0
user_13055,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0
user_13057,0,0,0,5,7,3,1,0,0,2,0,18,0,2,1
user_13058,0,4,0,2,22,6,3,0,1,5,0,7,0,4,1
user_13059,0,2,0,0,11,3,1,0,5,8,0,3,0,2,1
user_1306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
user_13060,0,0,0,13,6,2,0,0,1,3,0,3,0,2,13
user_13061,0,0,0,1,1,0,0,0,0,2,0,5,0,0,0
user_13063,0,3,0,7,10,1,1,1,4,4,3,18,0,8,2
user_13064,2,1,0,0,10,2,4,0,9,4,0,15,0,9,1
user_13065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
user_13067,0,1,0,0,5,0,1,0,1,0,0,2,0,7,0
user_13068,0,1,0,14,44,17,3,3,9,8,5,64,0,98,11
user_1307,0,0,0,0,27,1,0,0,0,0,0,2,0,0,5
user_13071,0,4,0,2,122,27,11,2,2,17,3,65,1,16,9
user_13072,0,0,0,0,41,11,3,1,2,9,1,17,0,1,4
user_13073,0,2,0,23,53,9,2,0,3,5,0,22,0,26,5
user_13074,0,2,0,6,0,0,0,0,0,1,0,5,0,1,0
user_13076,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0
user_13077,0,0,0,11,187,2,8,7,20,10,1,103,0,6,1
user_13078,0,3,0,0,67,11,4,0,5,2,1,26,0,8,9
user_13079,0,2,0,1,19,4,10,1,0,15,0,39,0,159,0
user_1308,0,0,0,1,25,2,1,1,19,15,1,47,0,7,6
user_13080,0,0,0,14,1,0,1,1,1,4,0,6,0,0,0
user_13081,0,2,1,7,8,2,1,0,3,5,1,23,0,23,14
user_13082,0,1,1,3,30,4,3,0,1,5,0,15,0,9,4
user_13083,0,0,0,1,0,0,0,1,26,8,0,8,0,0,0
user_13084,0,0,0,4,4,0,1,0,0,3,0,0,0,0,1
user_13085,0,0,0,13,8,0,0,0,2,0,0,0,0,0,0
user_13087,0,1,0,1,15,6,2,6,3,7,0,5,0,4,5
user_13089,2,3,0,34,519,79,42,0,30,18,1,461,3,100,10
user_1309,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0
user_13090,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0
user_13092,0,0,0,6,5,0,0,0,0,2,0,5,0,7,1
user_13093,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
user_13094,0,0,0,7,9,0,0,0,4,8,0,29,0,5,0
user_13095,0,2,0,2,11,0,0,0,1,7,0,13,0,4,0
user_13096,0,0,0,2,2,1,1,3,0,0,0,6,0,2,0
user_13097,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
user_13098,0,0,0,0,3,1,2,0,3,14,0,15,0,0,2
user_13099,0,1,4,3,1,8,0,1,4,12,0,18,0,0,1
user_131,0,3,0,0,16,1,0,0,1,9,0,8,0,3,6
user_1310,0,2,1,6,23,4,4,1,5,10,0,61,0,6,2
user_13100,0,3,1,4,22,3,1,0,3,13,0,12,0,75,13
user_13101,0,4,0,39,35,1,3,3,29,19,0,59,1,59,2
user_13102,0,0,0,4,0,0,1,2,1,0,0,7,0,0,0
user_13103,0,2,0,25,7,0,0,2,0,3,0,8,0,0,16
user_13105,0,3,2,17,45,10,6,0,22,7,0,35,0,3,0
user_13109,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
user_1311,0,0,0,4,12,2,0,0,0,0,0,6,0,0,0
user_13110,0,0,0,0,7,1,2,0,0,0,0,1,0,9,0
user_13111,0,1,0,16,13,4,5,0,1,13,0,14,0,45,3
user_13114,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0
user_13115,0,2,0,1,17,3,1,2,0,3,0,2,0,0,0
user_13116,1,0,0,8,39,5,0,0,1,10,0,13,1,11,7
user_13117,0,0,1,4,20,0,0,0,1,4,0,7,0,7,4
user_13118,0,0,0,1,16,0,0,0,2,0,0,0,0,0,0
user_13119,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0
user_1312,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
user_13120,0,0,0,0,18,1,9,0,1,2,0,67,0,1,3
user_13121,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
user_13122,0,1,2,1,11,9,0,0,5,1,0,9,0,12,10
user_13123,2,0,0,34,28,27,1,0,1,5,1,37,1,7,29
user_13124,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0
user_13125,0,0,0,20,104,9,0,1,3,1,1,47,0,2,4
user_13126,0,0,0,12,1,0,0,0,0,3,0,3,0,0,0
user_13127,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0
user_13129,0,1,0,0,9,0,0,0,1,1,0,2,0,7,2
user_1313,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0
user_13131,0,4,0,5,1,1,1,0,2,19,0,32,0,0,0
user_13133,3,5,0,6,80,80,27,3,12,66,0,69,0,8,15
user_13135,0,0,0,3,41,5,3,0,2,13,0,20,0,11,8
user_13138,0,9,0,11,41,6,0,3,13,6,0,78,0,26,0
user_13139,0,7,6,1,33,4,0,0,0,2,0,11,0,0,1
user_1314,0,2,1,7,43,13,0,0,0,11,2,27,0,7,5
user_13140,0,0,0,1,8,0,0,1,0,4,0,11,0,9,15
