user_id,compl,Len Compl,sum rev,Len rev,sum decl,Len decl,sum canc,Len canc,sum fail,Len fail,new,Sum  of True Trans,Plh8os True Trans
user_11054,2782.690000000003,111.0,169.06999999999996,6.0,371.23,13.0,0.0,0.0,9.94,1.0,2613.6200000000026,2232.4500000000025,91.0
user_11055,4250.509999999999,328.0,179.56,7.0,919.5099999999999,26.0,1.79,1.0,0.0,0.0,4070.9499999999994,3149.6499999999996,294.0
user_11057,953.81,28.0,0.79,3.0,22.1,3.0,0.0,0.0,0.0,0.0,953.02,930.92,22.0
user_11058,449.0,17.0,99.57000000000001,4.0,521.89,5.0,0.0,0.0,0.0,0.0,349.43,-172.45999999999998,8.0
user_11059,1670.19,10.0,130.95000000000002,2.0,0.0,0.0,0.0,0.0,130.86,1.0,1539.24,1408.38,7.0
user_1106,98.66999999999999,4.0,0.85,1.0,0.0,0.0,0.0,0.0,85.1,2.0,97.82,12.719999999999999,1.0
user_11060,8.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,8.51,1.0
user_11061,15295.589999999997,168.0,345.37,13.0,412.77,8.0,0.0,0.0,0.0,0.0,14950.219999999996,14537.449999999995,147.0
user_11062,1853.4800000000002,38.0,0.18,1.0,172.71999999999997,6.0,0.0,0.0,0.0,0.0,1853.3000000000002,1680.5800000000002,31.0
user_11063,26341.079999999998,277.0,343.5,12.0,2245.4199999999996,23.0,0.0,0.0,0.0,0.0,25997.579999999998,23752.16,242.0
user_11064,102.12999999999998,17.0,0.0,0.0,6.81,1.0,0.0,0.0,0.0,0.0,102.12999999999998,95.31999999999998,16.0
user_11065,21064.990000000005,49.0,1.0,1.0,34.18,3.0,0.0,0.0,0.0,0.0,21063.990000000005,21029.810000000005,45.0
user_11066,441.99000000000007,18.0,1.0,1.0,8.72,1.0,0.0,0.0,0.0,0.0,440.99000000000007,432.27000000000004,16.0
user_11067,28.509999999999998,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.509999999999998,27.509999999999998,2.0
user_11068,541.2999999999998,25.0,33.46,6.0,0.0,0.0,0.0,0.0,0.0,0.0,507.83999999999986,507.83999999999986,19.0
user_11069,6131.580000000002,95.0,1.7,2.0,1.48,2.0,59.57,1.0,9.36,2.0,6129.880000000002,6059.470000000003,88.0
user_1107,3573.329999999999,167.0,5.25,8.0,343.26,8.0,0.0,0.0,250.0,1.0,3568.079999999999,2974.819999999999,150.0
user_11070,400.0,2.0,1.0,1.0,0.0,0.0,200.0,1.0,0.0,0.0,399.0,199.0,0.0
user_11071,1168.29,75.0,19.91,5.0,213.88,14.0,0.0,0.0,0.0,0.0,1148.3799999999999,934.4999999999999,56.0
user_11072,10105.109999999995,36.0,0.96,2.0,2.2800000000000002,3.0,0.0,0.0,2354.9700000000003,2.0,10104.149999999996,7746.899999999995,29.0
user_11073,5980.290000000006,242.0,4.52,11.0,80.91000000000001,7.0,1.7,1.0,0.85,1.0,5975.770000000006,5892.310000000006,222.0
user_11074,5399.289999999999,59.0,18.73,3.0,4.2,1.0,0.0,0.0,180.0,3.0,5380.5599999999995,5196.36,52.0
user_11075,5763.270000000005,248.0,26.35,9.0,177.57,3.0,0.0,0.0,0.0,0.0,5736.920000000005,5559.350000000005,236.0
user_11076,14723.409999999996,138.0,103.82,4.0,0.85,1.0,0.0,0.0,1770.21,17.0,14619.589999999997,12848.529999999995,116.0
user_11077,15718.840000000004,97.0,2096.7,7.0,326.59999999999997,6.0,0.0,0.0,7629.870000000001,14.0,13622.140000000003,5665.670000000002,70.0
user_11078,60.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,2.0
user_11079,4941.26,9.0,9.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4931.900000000001,4931.900000000001,7.0
user_1108,3775.7700000000004,38.0,62.980000000000004,3.0,105.13999999999999,3.0,0.0,0.0,0.0,0.0,3712.7900000000004,3607.6500000000005,32.0
user_11080,5067.620000000002,43.0,0.18,1.0,1471.88,11.0,0.0,0.0,0.0,0.0,5067.440000000001,3595.5600000000013,31.0
user_11081,1003.37,9.0,0.85,1.0,0.0,0.0,0.0,0.0,425.53,1.0,1002.52,576.99,7.0
user_11082,376.14,4.0,179.39000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,196.74999999999997,196.74999999999997,1.0
user_11083,133.59,25.0,24.259999999999998,3.0,2.98,1.0,0.0,0.0,23.86,1.0,109.33000000000001,82.49000000000001,20.0
user_11084,4263.699999999999,87.0,0.06,4.0,16.99,4.0,0.0,0.0,992.12,2.0,4263.6399999999985,3254.529999999999,77.0
user_11085,2400.0,8.0,171.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2228.94,2228.94,6.0
user_11086,13.61,2.0,1.7,2.0,1.7,2.0,0.0,0.0,0.0,0.0,11.91,10.21,-2.0
user_11087,609.3599999999999,5.0,1.7,2.0,102.11999999999999,6.0,0.0,0.0,0.85,1.0,607.6599999999999,504.6899999999998,-4.0
user_11088,19187.769999999997,72.0,32.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19155.489999999998,19155.489999999998,71.0
user_11089,167.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.96,167.96,6.0
user_1109,3478.83,41.0,1.0,1.0,115.75999999999999,7.0,0.0,0.0,0.0,0.0,3477.83,3362.0699999999997,33.0
user_11091,4563.120000000001,200.0,341.37,6.0,179.18,6.0,0.0,0.0,17.02,1.0,4221.750000000001,4025.550000000001,187.0
user_11092,6539.740000000006,119.0,27.26,2.0,27.59,4.0,0.0,0.0,0.0,0.0,6512.480000000006,6484.890000000006,113.0
user_11093,11908.960000000001,169.0,7.799999999999999,4.0,85635.58,15.0,0.0,0.0,0.0,0.0,11901.160000000002,-73734.42,150.0
user_11094,86.73,19.0,0.85,1.0,18.509999999999998,3.0,0.0,0.0,17.02,1.0,85.88000000000001,50.35000000000001,14.0
user_11095,13519.750000000044,491.0,1.7,3.0,926.4899999999999,56.0,17.02,1.0,364.24,14.0,13518.050000000043,12210.300000000043,417.0
user_11096,3973.8600000000024,41.0,0.0,0.0,50.19,6.0,0.0,0.0,8.499999999999998,10.0,3973.8600000000024,3915.1700000000023,25.0
user_11097,5602.940000000003,83.0,2571.0499999999997,9.0,336.7099999999999,16.0,0.0,0.0,0.0,0.0,3031.8900000000035,2695.1800000000035,58.0
user_11098,4585.889999999999,42.0,119.5,3.0,0.0,1.0,0.0,0.0,685.97,3.0,4466.389999999999,3780.419999999999,35.0
user_11099,2526.7000000000016,139.0,426.92,17.0,255.14000000000001,2.0,0.0,0.0,218.85999999999999,4.0,2099.7800000000016,1625.7800000000016,116.0
user_111,88336.72999999949,1574.0,2528.8899999999994,99.0,11237.18000000003,268.0,0.0,0.0,36234.06999999998,34.0,85807.83999999949,38336.58999999947,1173.0
user_1110,316.85,10.0,1.0,1.0,69.11,2.0,0.0,0.0,0.0,0.0,315.85,246.74,7.0
user_11100,210.83999999999995,31.0,4.980000000000001,14.0,21.67,3.0,0.0,0.0,0.0,0.0,205.85999999999996,184.18999999999994,14.0
user_11101,9308.630000000021,688.0,98.13999999999999,10.0,249.69,5.0,0.0,0.0,42.95,1.0,9210.490000000022,8917.85000000002,672.0
user_11102,2341.3599999999997,44.0,48.49,2.0,39.76,9.0,0.0,0.0,0.0,0.0,2292.87,2253.1099999999997,33.0
user_11103,1907.52,52.0,2.0,2.0,302.26,8.0,0.0,0.0,0.0,0.0,1905.52,1603.26,42.0
user_11104,1282.1499999999992,105.0,1.92,4.0,0.0,0.0,0.0,0.0,805.26,3.0,1280.229999999999,474.9699999999991,98.0
user_11105,49.540000000000006,16.0,0.85,1.0,3.1500000000000004,4.0,0.0,0.0,0.0,0.0,48.690000000000005,45.540000000000006,11.0
user_11106,55.620000000000005,6.0,19.64,6.0,4.75,7.0,0.0,0.0,0.0,0.0,35.980000000000004,31.230000000000004,-7.0
user_11107,2651.3099999999995,47.0,0.85,1.0,976.6299999999999,24.0,0.0,0.0,0.0,0.0,2650.4599999999996,1673.8299999999997,22.0
user_11108,385.55,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,383.55,383.55,4.0
user_11109,5117.339999999998,291.0,51.55,2.0,133.92000000000002,16.0,0.0,0.0,16.0,7.0,5065.789999999998,4915.869999999998,266.0
user_1111,692.5199999999999,25.0,95.32,4.0,0.0,0.0,0.0,0.0,8.51,1.0,597.1999999999998,588.6899999999998,20.0
user_11110,6564.81,113.0,53.44,12.0,5.5,2.0,0.0,0.0,1965.0,8.0,6511.370000000001,4540.870000000001,91.0
user_11111,3234.1200000000003,94.0,217.66,16.0,30.04,3.0,0.0,0.0,0.0,0.0,3016.4600000000005,2986.4200000000005,75.0
user_11112,10418.000000000002,35.0,1.0,1.0,130.12,3.0,0.0,0.0,0.0,0.0,10417.000000000002,10286.880000000001,31.0
user_11113,895.0800000000004,27.0,10.75,6.0,33.84,2.0,0.0,0.0,161.7,1.0,884.3300000000004,688.7900000000004,18.0
user_11114,20014.049999999992,292.0,559.77,11.0,2192.6,33.0,0.0,0.0,20.0,1.0,19454.27999999999,17241.679999999993,247.0
user_11115,158.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,158.0,2.0
user_11116,6582.1900000000005,62.0,77.46000000000001,5.0,190.71999999999997,4.0,0.0,0.0,1293.6100000000001,4.0,6504.7300000000005,5020.4,49.0
user_11117,607.48,24.0,3.0,4.0,49.790000000000006,8.0,1.0,1.0,1.0,1.0,604.48,552.69,10.0
user_11118,30.629999999999995,4.0,2.55,5.0,22.2,6.0,0.0,0.0,0.0,0.0,28.079999999999995,5.8799999999999955,-7.0
user_11119,112.78999999999999,12.0,0.0,0.0,23.8,1.0,0.0,0.0,0.0,0.0,112.78999999999999,88.99,11.0
user_1112,17273.94,172.0,306.77,10.0,2498.92,13.0,0.0,0.0,150.0,3.0,16967.17,14318.249999999998,146.0
user_11120,7614.290000000029,687.0,0.85,1.0,363.99,19.0,0.0,0.0,0.0,0.0,7613.440000000029,7249.450000000029,667.0
user_11121,2013.1699999999996,33.0,681.7,2.0,35.51,5.0,0.0,0.0,0.0,0.0,1331.4699999999996,1295.9599999999996,26.0
user_11122,899.4300000000001,34.0,0.54,3.0,111.27,3.0,0.0,0.0,222.01000000000002,5.0,898.8900000000001,565.6100000000001,23.0
user_11123,60.519999999999996,9.0,86.79999999999998,4.0,0.0,0.0,0.0,0.0,34.04,4.0,-26.279999999999987,-60.319999999999986,1.0
user_11124,2505.2400000000002,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2504.2400000000002,2504.2400000000002,27.0
user_11125,1267.2400000000002,35.0,4.18,6.0,22.5,2.0,0.0,0.0,0.0,0.0,1263.0600000000002,1240.5600000000002,27.0
user_11127,323.98,9.0,1.0,1.0,0.0,0.0,42.55,1.0,0.0,0.0,322.98,280.43,7.0
user_11128,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2.0
user_11129,15.89,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.89,15.89,-2.0
user_1113,8332.88,64.0,215.32,5.0,388.28999999999996,4.0,0.0,0.0,425.53,1.0,8117.5599999999995,7303.74,54.0
user_11130,16627.88,175.0,534.1700000000001,10.0,4488.17,32.0,0.0,0.0,1930.1599999999999,5.0,16093.710000000001,9675.380000000001,128.0
user_11131,34427.87000000001,92.0,1.0,1.0,9.94,1.0,0.0,0.0,0.0,0.0,34426.87000000001,34416.93000000001,90.0
user_11132,2606.290000000001,262.0,0.85,1.0,24.98,6.0,0.0,0.0,0.0,0.0,2605.440000000001,2580.460000000001,255.0
user_11133,134.85000000000002,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,134.85000000000002,132.85000000000002,7.0
user_11134,1581.72,34.0,68.57,3.0,24.91,2.0,0.0,0.0,0.0,0.0,1513.15,1488.24,29.0
user_11135,2634.06,46.0,3.0,3.0,172.43,6.0,0.0,0.0,440.0,5.0,2631.06,2018.63,32.0
user_11136,1465.6599999999999,99.0,4.77,2.0,70.59,8.0,0.0,0.0,32.0,1.0,1460.8899999999999,1358.3,88.0
user_11137,1095.36,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.36,1094.36,19.0
user_11138,5175.689999999998,152.0,211.0,3.0,122.23,5.0,0.0,0.0,0.0,0.0,4964.689999999998,4842.459999999998,144.0
user_11139,3232.5699999999993,74.0,1.9500000000000002,3.0,21.13,2.0,0.0,0.0,0.0,0.0,3230.6199999999994,3209.4899999999993,69.0
user_1114,21359.27999999998,1194.0,864.7999999999998,37.0,869.6300000000001,50.0,25.0,2.0,3975.5899999999997,29.0,20494.47999999998,15624.25999999998,1076.0
user_11140,1.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,1.99,1.0
user_11141,7797.66,109.0,1.0,1.0,1041.6600000000003,18.0,0.0,0.0,600.0,2.0,7796.66,6155.0,88.0
user_11142,839.8300000000003,28.0,2.0,2.0,140.22000000000003,3.0,0.0,0.0,0.0,0.0,837.8300000000003,697.6100000000002,23.0
user_11143,17175.369999999995,244.0,379.92,2.0,508.41,2.0,0.0,0.0,0.0,0.0,16795.449999999997,16287.039999999997,240.0
user_11144,1808.2100000000005,153.0,0.18,1.0,173.3,3.0,0.0,0.0,0.0,0.0,1808.0300000000004,1634.7300000000005,149.0
user_11145,67.49,7.0,17.87,2.0,2.03,1.0,0.0,0.0,17.02,1.0,49.61999999999999,30.56999999999999,3.0
user_11146,18527.520000000055,665.0,19.560000000000002,5.0,2415.0800000000004,58.0,0.0,0.0,1157.4399999999998,7.0,18507.960000000054,14935.440000000053,595.0
user_11147,2585.32,43.0,39.0,4.0,24.16,3.0,0.0,0.0,102.0,3.0,2546.32,2420.1600000000003,33.0
user_11148,365.71,32.0,0.85,1.0,17.69,2.0,0.0,0.0,0.0,0.0,364.85999999999996,347.16999999999996,29.0
user_11149,14.99,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,13.99,1.0
user_1115,1133.6599999999999,58.0,1.0,1.0,73.04999999999998,8.0,0.0,0.0,0.0,0.0,1132.6599999999999,1059.61,49.0
user_11150,19216.03,392.0,72.32,8.0,509.68999999999994,9.0,0.0,0.0,0.0,0.0,19143.71,18634.02,375.0
user_11151,24364.149999999994,216.0,224.1,16.0,232.41000000000003,10.0,0.0,0.0,9.36,2.0,24140.049999999996,23898.279999999995,188.0
user_11152,6144.69,9.0,921.01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5223.679999999999,5223.679999999999,6.0
user_11153,707.4,9.0,68.92999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,638.47,638.47,2.0
user_11154,2222.2100000000005,36.0,0.9099999999999999,3.0,1475.0400000000002,7.0,0.0,0.0,0.0,0.0,2221.3000000000006,746.2600000000004,26.0
user_11155,3322.1500000000005,29.0,0.0,0.0,8.51,1.0,1.7,1.0,0.0,0.0,3322.1500000000005,3311.9400000000005,27.0
user_11156,820.5299999999999,43.0,4.970000000000001,4.0,79.62,8.0,0.0,0.0,59.650000000000006,2.0,815.5599999999998,676.2899999999998,29.0
user_11157,4149.35,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4148.35,4148.35,44.0
user_11158,567.9600000000002,20.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,567.1100000000001,567.1100000000001,19.0
user_11159,407.77,12.0,0.2,1.0,2.98,1.0,0.0,0.0,0.0,0.0,407.57,404.59,10.0
user_1116,118.25999999999999,4.0,52.0,3.0,0.0,0.0,0.0,0.0,450.0,6.0,66.25999999999999,-383.74,-5.0
user_11160,2473.26,53.0,0.0,1.0,96.05000000000001,3.0,0.0,0.0,0.0,0.0,2473.26,2377.21,49.0
user_11161,3591.0200000000004,293.0,3.5,15.0,114.00999999999998,20.0,0.0,0.0,25.53,1.0,3587.5200000000004,3447.9800000000005,257.0
user_11162,13.61,2.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,12.76,1.0
user_11163,204.15,32.0,0.85,1.0,1.96,2.0,0.0,0.0,0.0,0.0,203.3,201.34,29.0
user_11164,493.89000000000004,28.0,73.56,9.0,369.65000000000003,8.0,0.0,0.0,0.0,0.0,420.33000000000004,50.68000000000001,11.0
user_11165,2264.11,206.0,5.35,13.0,91.83000000000001,20.0,0.0,0.0,17.9,2.0,2258.76,2149.03,171.0
user_11166,43649.35999999996,489.0,296.0399999999998,13.0,0.0,0.0,0.0,0.0,610.76,4.0,43353.319999999956,42742.559999999954,472.0
user_11167,671.1099999999999,65.0,0.9099999999999999,3.0,499.66999999999996,31.0,0.0,0.0,44.849999999999994,6.0,670.1999999999999,125.67999999999998,25.0
user_11168,1642.3000000000006,209.0,6.26,6.0,47.019999999999996,10.0,0.0,0.0,0.0,0.0,1636.0400000000006,1589.0200000000007,193.0
user_11169,4472.229999999995,300.0,17.49,25.0,40.910000000000004,12.0,0.0,0.0,115.32,4.0,4454.739999999995,4298.509999999996,259.0
user_1117,7797.58,64.0,2.55,8.0,2011.6699999999998,7.0,0.0,0.0,85.11,1.0,7795.03,5698.25,48.0
user_11170,12091.230000000001,51.0,1.76,2.0,555.98,4.0,0.0,0.0,0.0,0.0,12089.470000000001,11533.490000000002,45.0
user_11171,309.76000000000005,20.0,262.14,9.0,90.00999999999999,14.0,0.0,0.0,102.13,1.0,47.62000000000006,-144.51999999999992,-4.0
user_11172,2088.5399999999995,31.0,1.7,2.0,0.0,0.0,0.0,0.0,1.7,2.0,2086.8399999999997,2085.14,27.0
user_11173,5188.53,112.0,301.0,6.0,538.4000000000001,8.0,0.0,0.0,30.0,1.0,4887.53,4319.129999999999,97.0
user_11174,1475.16,86.0,112.36,6.0,150.2,7.0,0.0,0.0,0.0,0.0,1362.8000000000002,1212.6000000000001,73.0
user_11175,392.45,40.0,81.15,14.0,389.37,31.0,0.0,0.0,0.0,0.0,311.29999999999995,-78.07000000000005,-5.0
user_11176,1888.86,77.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1887.86,1887.86,76.0
user_11177,3037.4699999999993,25.0,3.0,3.0,0.0,0.0,1.0,1.0,187.0,5.0,3034.4699999999993,2846.4699999999993,16.0
user_11178,8765.710000000001,94.0,5.73,2.0,441.76,8.0,0.0,0.0,4352.45,8.0,8759.980000000001,3965.7700000000013,76.0
user_11179,307.84,18.0,0.95,6.0,210.21000000000004,19.0,0.0,0.0,0.0,0.0,306.89,96.67999999999995,-7.0
user_1118,2388.9400000000005,106.0,37.43000000000001,4.0,6.81,1.0,0.0,0.0,0.0,0.0,2351.5100000000007,2344.7000000000007,101.0
user_11180,7162.460000000002,165.0,31.380000000000003,8.0,601.5799999999999,29.0,0.0,0.0,31.74,1.0,7131.080000000002,6497.760000000002,127.0
user_11181,1261.2500000000002,95.0,2.0,3.0,328.29,13.0,0.0,0.0,210.0,5.0,1259.2500000000002,720.9600000000003,74.0
user_11182,2732.7999999999997,87.0,222.38,7.0,34.81,1.0,0.0,0.0,202.0,3.0,2510.4199999999996,2273.6099999999997,76.0
user_11183,4113.99,64.0,46.23,3.0,18.85,2.0,380.0,1.0,0.0,0.0,4067.7599999999998,3668.91,58.0
user_11184,6163.350000000003,343.0,204.25,3.0,485.0799999999999,24.0,76.60000000000001,2.0,14.459999999999999,8.0,5959.100000000003,5382.960000000003,306.0
user_11185,534.0099999999999,27.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,533.1599999999999,533.1599999999999,26.0
user_11186,4163.09,44.0,1.0,1.0,342.48,8.0,0.0,0.0,400.0,2.0,4162.09,3419.61,33.0
user_11187,22129.00999999998,593.0,2529.69,34.0,1384.3599999999994,48.0,0.0,0.0,3331.8800000000006,42.0,19599.31999999998,14883.07999999998,469.0
user_11188,34.89,4.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.04,34.04,3.0
user_11189,452.64,14.0,1.0,1.0,0.0,0.0,1.7,1.0,0.0,0.0,451.64,449.94,12.0
user_1119,1143.96,14.0,0.0,0.0,513.87,8.0,0.0,0.0,0.0,0.0,1143.96,630.09,6.0
user_11190,14.99,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,13.99,1.0
user_11191,922.2600000000001,55.0,1.0,1.0,23.849999999999998,3.0,0.0,0.0,0.0,0.0,921.2600000000001,897.4100000000001,51.0
user_11192,3627.1599999999994,121.0,1475.1799999999998,31.0,715.0399999999998,19.0,0.0,0.0,255.32,1.0,2151.9799999999996,1181.6199999999997,70.0
user_11193,12016.180000000018,200.0,1.58,2.0,1831.18,9.0,0.0,0.0,663.8299999999999,2.0,12014.600000000019,9519.590000000018,187.0
user_11194,92.30000000000001,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.30000000000001,90.30000000000001,12.0
user_11195,62.25,5.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.14,62.14,4.0
user_11196,10.0,1.0,10.0,1.0,130.0,3.0,0.0,0.0,0.0,0.0,0.0,-130.0,-3.0
user_11197,17906.260000000006,257.0,2366.9799999999996,15.0,32.7,4.0,0.0,0.0,1770.23,11.0,15539.280000000006,13736.350000000006,227.0
user_11198,4295.779999999999,94.0,341.28000000000003,6.0,1657.0300000000007,14.0,0.0,0.0,0.0,0.0,3954.4999999999986,2297.469999999998,74.0
user_11199,864.8600000000006,69.0,131.06,7.0,1.9500000000000002,2.0,0.0,0.0,0.0,0.0,733.8000000000006,731.8500000000006,60.0
user_112,16230.519999999995,635.0,2.0,3.0,164.7,10.0,0.0,0.0,0.0,0.0,16228.519999999995,16063.819999999994,622.0
user_1120,95.32,3.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.24,95.24,2.0
user_11200,202.95000000000005,29.0,21.28,8.0,293.86000000000007,12.0,0.0,0.0,0.0,0.0,181.67000000000004,-112.19000000000003,9.0
user_11201,694.2,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.2,694.2,41.0
user_11202,577.9399999999999,23.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0899999999999,577.0899999999999,22.0
user_11203,325.1700000000001,29.0,0.2,1.0,15.489999999999998,3.0,0.0,0.0,0.0,0.0,324.9700000000001,309.4800000000001,25.0
user_11205,210.57999999999998,14.0,1.7,2.0,0.0,0.0,0.0,0.0,51.06,3.0,208.88,157.82,9.0
user_11206,2841.5799999999986,30.0,0.6000000000000001,3.0,68.94,1.0,0.0,0.0,1193.0,2.0,2840.9799999999987,1579.0399999999986,24.0
user_11207,6572.549999999998,103.0,0.0,0.0,80.5,5.0,0.0,0.0,400.0,2.0,6572.549999999998,6092.049999999998,96.0
user_11208,1939.9299999999998,7.0,1.0,1.0,0.0,0.0,0.0,0.0,72.0,1.0,1938.9299999999998,1866.9299999999998,5.0
user_11209,43797.39999999999,530.0,151.3,31.0,2141.3,24.0,0.0,0.0,158.51,2.0,43646.099999999984,41346.28999999998,473.0
user_1121,4509.7300000000005,71.0,7.220000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4502.51,4502.51,68.0
user_11210,16653.190000000028,682.0,207.84,21.0,1156.9599999999998,37.0,0.0,0.0,0.0,0.0,16445.350000000028,15288.390000000029,624.0
user_11211,120.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,4.0
user_11212,5741.539999999999,58.0,3.0,5.0,344.52,5.0,0.0,0.0,564.5,3.0,5738.539999999999,4829.519999999999,45.0
user_11213,954.8899999999999,29.0,1.7,2.0,0.0,0.0,8.51,1.0,0.0,0.0,953.1899999999998,944.6799999999998,26.0
user_11214,7559.42000000001,339.0,434.90000000000015,18.0,2424.1999999999994,54.0,0.0,0.0,879.9899999999999,21.0,7124.5200000000095,3820.330000000011,246.0
user_11215,18087.180000000008,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18087.180000000008,18087.180000000008,27.0
user_11216,21895.299999999996,473.0,174.04999999999998,16.0,594.2499999999999,29.0,320.31,1.0,2849.4000000000005,16.0,21721.249999999996,17957.289999999994,411.0
user_11217,1036.0700000000002,9.0,201.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0700000000002,835.0700000000002,7.0
user_11218,13.61,2.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,12.76,1.0
user_11219,2738.7099999999996,97.0,1.0,1.0,180.76999999999998,11.0,0.0,0.0,200.0,2.0,2737.7099999999996,2356.9399999999996,83.0
user_1122,13966.459999999994,577.0,50.05,13.0,1795.2499999999998,21.0,37.699999999999996,5.0,0.0,0.0,13916.409999999994,12083.459999999994,538.0
user_11220,4894.48,114.0,104.43000000000002,14.0,164.19,6.0,0.0,0.0,0.0,0.0,4790.049999999999,4625.86,94.0
user_11221,2373.879999999999,85.0,0.0,0.0,13.91,1.0,0.0,0.0,0.0,0.0,2373.879999999999,2359.9699999999993,84.0
user_11222,53008.519999999946,529.0,221.70999999999995,13.0,3710.1400000000012,25.0,0.0,0.0,8936.169999999998,9.0,52786.80999999995,40140.49999999995,482.0
user_11223,4477.3099999999995,99.0,10.2,6.0,596.8299999999999,8.0,0.0,0.0,0.0,0.0,4467.11,3870.2799999999997,85.0
user_11225,4247.120000000001,240.0,10.18,6.0,173.61,14.0,0.0,0.0,0.0,0.0,4236.9400000000005,4063.3300000000004,220.0
user_11226,736.91,27.0,1.0,1.0,11.56,4.0,0.0,0.0,0.0,0.0,735.91,724.35,22.0
user_11227,64.99,3.0,1.0,1.0,5.73,1.0,0.0,0.0,0.0,0.0,63.989999999999995,58.25999999999999,1.0
user_11228,34466.439999999966,734.0,84.00999999999999,23.0,4675.64,93.0,0.0,0.0,0.0,0.0,34382.429999999964,29706.789999999964,618.0
user_1123,4124.68,9.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4123.83,4123.83,8.0
user_11230,261.34999999999997,15.0,199.43,6.0,225.42999999999998,6.0,0.0,0.0,39.77,1.0,61.91999999999996,-203.28000000000003,2.0
user_11231,1612.1200000000001,43.0,32.0,4.0,95.41,2.0,0.0,0.0,0.0,0.0,1580.1200000000001,1484.71,37.0
user_11232,98.19999999999999,6.0,0.85,1.0,127.66,1.0,0.0,0.0,17.02,1.0,97.35,-47.33,3.0
user_11233,13569.330000000004,83.0,0.0,0.0,102.13,1.0,0.0,0.0,0.0,0.0,13569.330000000004,13467.200000000004,82.0
user_11234,4298.82,58.0,90.58,4.0,12.620000000000001,4.0,0.0,0.0,0.0,0.0,4208.24,4195.62,50.0
user_11236,5459.610000000006,284.0,130.72,12.0,993.7199999999999,24.0,0.0,0.0,170.21,1.0,5328.890000000006,4164.9600000000055,247.0
user_11237,2476.37,34.0,1.0,1.0,33.870000000000005,2.0,0.0,0.0,0.0,0.0,2475.37,2441.5,31.0
user_11238,8.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,8.51,1.0
user_11239,3847.4199999999996,34.0,2.55,3.0,417.64,11.0,0.0,0.0,8.51,1.0,3844.8699999999994,3418.7199999999993,19.0
user_1124,19215.53000000001,372.0,31.45,8.0,587.1100000000001,16.0,0.0,0.0,1345.19,8.0,19184.08000000001,17251.78000000001,340.0
user_11240,3973.629999999999,174.0,2.0,2.0,62.43,5.0,0.0,0.0,0.0,0.0,3971.629999999999,3909.1999999999994,167.0
user_11241,35.71,5.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.86,34.86,4.0
