,user_id,user_settings_crypto_unlocked,attributes_notifications_marketing_push,attributes_notifications_marketing_email,new_num_contacts,new_age,gb,pl,fr,ie,ro,es,lt,pt,mt,de,ch,cz,it,gr,cy,other_country,paid
2255,user_2255,0,1.0,1.0,2,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2256,user_2256,0,1.0,1.0,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2257,user_2257,1,1.0,1.0,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,user_2258,0,1.0,1.0,4,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2259,user_2259,0,1.0,1.0,34,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2260,user_2260,0,1.0,1.0,0,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2261,user_2261,0,1.0,1.0,0,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2262,user_2262,0,1.0,1.0,38,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,user_2263,0,1.0,1.0,47,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,user_2264,0,1.0,1.0,8,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,user_2265,0,1.0,1.0,47,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2266,user_2266,0,1.0,1.0,10,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2267,user_2267,0,0.0,0.0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,user_2268,0,1.0,1.0,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,user_2269,0,1.0,0.0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,user_2270,0,1.0,1.0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,user_2271,0,1.0,1.0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,user_2272,0,1.0,1.0,11,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,user_2273,0,1.0,1.0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,user_2274,1,1.0,1.0,21,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,user_2275,0,1.0,1.0,6,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,user_2276,0,1.0,1.0,0,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,user_2277,0,1.0,1.0,0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,user_2278,0,1.0,1.0,26,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2279,user_2279,0,1.0,1.0,8,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2280,user_2280,1,1.0,1.0,47,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2281,user_2281,1,1.0,1.0,41,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2282,user_2282,0,1.0,1.0,38,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,user_2283,0,1.0,1.0,31,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2284,user_2284,0,1.0,1.0,0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,user_2285,0,1.0,1.0,12,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,user_2286,0,1.0,1.0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2287,user_2287,0,1.0,1.0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,user_2288,0,1.0,1.0,47,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2289,user_2289,0,1.0,1.0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2290,user_2290,1,1.0,1.0,47,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2291,user_2291,0,1.0,1.0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,user_2292,0,1.0,1.0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,user_2293,1,1.0,1.0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2294,user_2294,0,1.0,1.0,47,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2295,user_2295,0,1.0,1.0,4,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,user_2296,0,1.0,1.0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2297,user_2297,0,1.0,1.0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,user_2298,0,1.0,1.0,8,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,user_2299,0,1.0,1.0,47,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,user_2300,0,1.0,1.0,17,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2301,user_2301,1,1.0,1.0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,user_2302,1,1.0,1.0,47,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,user_2303,1,1.0,1.0,47,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2304,user_2304,0,1.0,1.0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,user_2305,0,1.0,1.0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,user_2306,0,1.0,1.0,14,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,user_2307,0,1.0,1.0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,user_2308,0,1.0,1.0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2309,user_2309,1,1.0,1.0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2310,user_2310,0,1.0,1.0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,user_2311,0,1.0,1.0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,user_2312,0,1.0,1.0,30,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,user_2313,0,1.0,1.0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2314,user_2314,0,1.0,1.0,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,user_2315,0,1.0,1.0,7,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,user_2316,0,1.0,1.0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2317,user_2317,1,1.0,1.0,40,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2318,user_2318,0,1.0,1.0,47,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,user_2319,0,1.0,1.0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,user_2320,0,1.0,0.0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,user_2321,1,1.0,1.0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,user_2322,1,1.0,1.0,47,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2323,user_2323,0,1.0,1.0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,user_2324,0,1.0,0.0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,user_2325,0,1.0,1.0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2326,user_2326,0,1.0,1.0,7,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,user_2327,0,1.0,1.0,0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,user_2328,0,0.0,0.0,2,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,user_2329,0,1.0,1.0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,user_2330,0,1.0,1.0,47,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,user_2331,0,1.0,1.0,18,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,user_2332,1,1.0,1.0,41,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2333,user_2333,0,1.0,1.0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,user_2334,0,1.0,1.0,7,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2335,user_2335,1,1.0,1.0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,user_2336,0,1.0,1.0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2337,user_2337,0,1.0,1.0,47,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2338,user_2338,0,1.0,1.0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2339,user_2339,0,1.0,1.0,2,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2340,user_2340,0,1.0,1.0,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2341,user_2341,0,1.0,1.0,22,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,user_2342,0,1.0,1.0,2,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,user_2343,0,1.0,1.0,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,user_2344,0,1.0,1.0,31,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,user_2345,0,1.0,1.0,5,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,user_2346,0,1.0,1.0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2347,user_2347,0,1.0,1.0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,user_2348,0,1.0,1.0,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,user_2349,0,1.0,1.0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2350,user_2350,0,1.0,1.0,19,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,user_2351,0,1.0,1.0,4,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,user_2352,0,1.0,1.0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,user_2353,1,1.0,1.0,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,user_2354,0,1.0,1.0,47,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2355,user_2355,1,1.0,1.0,13,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2356,user_2356,0,1.0,1.0,19,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2357,user_2357,1,0.0,1.0,10,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2358,user_2358,0,1.0,1.0,2,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,user_2359,0,1.0,1.0,47,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2360,user_2360,0,1.0,1.0,14,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2361,user_2361,0,1.0,1.0,8,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,user_2362,0,1.0,1.0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2363,user_2363,0,1.0,1.0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,user_2364,1,1.0,1.0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2365,user_2365,0,1.0,1.0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,user_2366,0,1.0,1.0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2367,user_2367,0,1.0,1.0,25,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,user_2368,0,1.0,1.0,1,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,user_2369,0,1.0,1.0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,user_2370,0,1.0,0.0,7,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2371,user_2371,0,1.0,1.0,22,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,user_2372,0,1.0,1.0,13,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2373,user_2373,0,1.0,0.0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,user_2374,0,1.0,1.0,0,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2375,user_2375,0,1.0,1.0,47,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,user_2376,0,0.0,0.0,7,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2377,user_2377,0,1.0,1.0,23,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2378,user_2378,1,1.0,1.0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,user_2379,0,1.0,1.0,12,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2380,user_2380,0,1.0,1.0,7,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,user_2381,0,1.0,1.0,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2382,user_2382,0,1.0,1.0,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,user_2383,0,1.0,1.0,44,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,user_2384,0,1.0,1.0,43,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,user_2385,0,1.0,1.0,0,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,user_2386,1,1.0,1.0,47,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2387,user_2387,1,1.0,1.0,34,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2388,user_2388,0,1.0,1.0,7,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,user_2389,0,1.0,1.0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,user_2390,0,1.0,1.0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2391,user_2391,0,1.0,1.0,27,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2392,user_2392,0,1.0,1.0,4,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2393,user_2393,0,1.0,1.0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,user_2394,0,1.0,1.0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,user_2395,0,1.0,1.0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,user_2396,0,1.0,1.0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,user_2397,0,1.0,1.0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,user_2398,0,1.0,1.0,20,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2399,user_2399,0,1.0,1.0,26,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2400,user_2400,0,1.0,1.0,37,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2401,user_2401,0,1.0,1.0,47,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,user_2402,0,1.0,1.0,20,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,user_2403,1,1.0,1.0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,user_2404,1,1.0,1.0,47,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2405,user_2405,0,1.0,1.0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,user_2406,0,1.0,1.0,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,user_2407,0,1.0,1.0,0,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2408,user_2408,0,1.0,1.0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,user_2409,0,1.0,1.0,16,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,user_2410,0,1.0,0.0,2,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2411,user_2411,0,1.0,1.0,32,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,user_2412,0,1.0,1.0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2413,user_2413,0,1.0,1.0,3,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,user_2414,0,1.0,1.0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,user_2415,1,1.0,1.0,17,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,user_2416,0,1.0,1.0,14,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,user_2417,0,1.0,1.0,0,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,user_2418,0,1.0,1.0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,user_2419,0,1.0,1.0,13,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,user_2420,0,1.0,0.0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,user_2421,0,1.0,1.0,42,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,user_2422,0,1.0,1.0,0,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2423,user_2423,1,1.0,1.0,42,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2424,user_2424,0,1.0,1.0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,user_2425,0,1.0,1.0,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,user_2426,0,1.0,0.0,17,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,user_2427,0,1.0,0.0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,user_2428,0,1.0,0.0,6,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,user_2429,0,1.0,1.0,25,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,user_2430,0,1.0,0.0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,user_2431,0,1.0,1.0,16,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2432,user_2432,0,1.0,1.0,12,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,user_2433,0,1.0,1.0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,user_2434,1,1.0,1.0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,user_2435,0,1.0,1.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,user_2436,0,1.0,1.0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,user_2437,0,0.0,0.0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,user_2438,0,1.0,1.0,24,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2439,user_2439,0,1.0,1.0,47,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2440,user_2440,0,1.0,1.0,32,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,user_2441,0,1.0,1.0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,user_2442,0,1.0,1.0,47,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,user_2443,0,1.0,0.0,8,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,user_2444,0,1.0,1.0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,user_2445,1,1.0,1.0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2446,user_2446,0,1.0,1.0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,user_2447,0,1.0,1.0,47,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2448,user_2448,0,1.0,1.0,13,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,user_2449,0,1.0,1.0,13,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,user_2450,1,1.0,1.0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2451,user_2451,0,1.0,1.0,18,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,user_2452,0,1.0,1.0,47,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,user_2453,0,1.0,1.0,22,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,user_2454,1,1.0,1.0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,user_2455,0,1.0,1.0,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,user_2456,1,1.0,1.0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,user_2457,1,1.0,1.0,20,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2458,user_2458,0,1.0,0.0,2,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2459,user_2459,0,1.0,1.0,1,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2460,user_2460,0,1.0,1.0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2461,user_2461,0,1.0,1.0,2,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,user_2462,0,1.0,1.0,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,user_2463,0,1.0,1.0,0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2464,user_2464,1,1.0,1.0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,user_2465,1,1.0,1.0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2466,user_2466,1,1.0,1.0,47,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,user_2467,0,1.0,1.0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,user_2468,0,1.0,1.0,29,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2469,user_2469,0,1.0,1.0,18,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2470,user_2470,0,1.0,1.0,8,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,user_2471,0,1.0,1.0,11,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,user_2472,0,1.0,1.0,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2473,user_2473,0,1.0,0.0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,user_2474,0,1.0,1.0,23,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2475,user_2475,0,1.0,1.0,0,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2476,user_2476,0,1.0,1.0,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2477,user_2477,0,1.0,1.0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,user_2478,0,1.0,1.0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,user_2479,0,1.0,1.0,7,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,user_2480,1,1.0,1.0,47,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,user_2481,0,1.0,1.0,47,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2482,user_2482,0,1.0,0.0,47,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2483,user_2483,0,1.0,1.0,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2484,user_2484,0,1.0,1.0,47,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,user_2485,0,1.0,1.0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2486,user_2486,1,1.0,1.0,2,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,user_2487,0,1.0,1.0,5,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,user_2488,0,1.0,1.0,33,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,user_2489,0,1.0,1.0,13,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2490,user_2490,0,1.0,1.0,1,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2491,user_2491,0,1.0,1.0,36,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2492,user_2492,1,1.0,1.0,8,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,user_2493,1,1.0,1.0,16,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,user_2494,0,1.0,1.0,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2495,user_2495,0,1.0,1.0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,user_2496,0,1.0,1.0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,user_2497,0,1.0,1.0,6,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,user_2498,0,1.0,1.0,19,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,user_2499,0,1.0,1.0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,user_2500,0,1.0,1.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,user_2501,0,1.0,1.0,29,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,user_2502,0,1.0,1.0,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
